applicant_id,application_date,gender,age,education,marital_status,dependents,residence_type,years_at_current_residence,city,employment_type,industry,annual_income,years_employed,years_with_current_employer,loan_purpose,loan_amount_requested,loan_tenure_months,interest_rate,credit_score,num_credit_accounts,num_active_accounts,credit_history_months,num_delinquent_accounts,max_dpd_last_12m,num_enquiries_6m,num_enquiries_12m,total_outstanding_debt,secured_loan_percentage,num_written_off_accounts,num_settled_accounts,avg_monthly_balance,balance_volatility,avg_monthly_spending,essential_spending_pct,discretionary_spending_pct,num_bounced_checks_12m,salary_credit_regularity,num_digital_txns_monthly,cash_withdrawal_pct,min_balance_breaches_12m,emi_bounce_count_12m,debt_to_income_ratio,loan_to_income_ratio,credit_utilization,estimated_monthly_emi,emi_to_income_ratio,savings_rate,account_age_factor,default,default_probability
APP001524,2025-11-01,Male,36,High School,Married,2,Mortgaged,4,Ahmedabad,Salaried,Retail,493000.0,9,9,Home Loan,1276000.0,300,8.32,871,3,2,10,1,60,2,5,152400.0,25.4,0,0,82800.0,0.35,21700.0,50.6,49.4,0,99.8,33,27.5,1,0,0.309,2.588,0.234,10120.0,0.246,2.015,0.8,0,0.02
APP001525,2025-02-25,Male,43,High School,Single,2,Mortgaged,0,Hyderabad,Salaried,Manufacturing,314000.0,0,0,Personal Loan,511000.0,36,14.57,678,3,2,11,1,90,3,8,217100.0,26.1,0,0,88300.0,0.132,23300.0,66.7,33.3,0,76.3,36,24.7,1,1,0.691,1.627,0.306,17607.0,0.673,3.375,0.9,0,0.26464012738853504
APP001526,2025-06-14,Male,35,Bachelor,Married,3,Rented,3,Ahmedabad,Salaried,IT/Software,425000.0,2,2,Auto Loan,685000.0,72,11.51,726,3,2,243,1,120,4,8,288900.0,15.1,0,0,41900.0,0.756,22200.0,58.3,41.7,0,76.5,22,29.6,1,0,0.68,1.612,0.498,13218.0,0.373,1.183,20.2,0,0.1509431372549019
APP001527,2025-02-28,Male,25,Master,Single,2,Mortgaged,0,Bangalore,Salaried,Banking/Finance,457000.0,4,0,Personal Loan,965000.0,60,15.33,650,3,3,109,0,0,2,3,496500.0,31.2,0,0,76900.0,0.077,25300.0,54.9,45.1,0,70.2,18,31.8,1,0,1.086,2.112,0.304,23125.0,0.607,2.019,9.1,1,0.1611433260393873
APP001528,2025-06-03,Male,28,Bachelor,Married,1,Rented,0,Mumbai,Salaried,IT/Software,473000.0,1,1,Consumer Durable,84000.0,18,14.03,633,3,1,0,0,0,3,3,17400.0,82.8,0,0,69200.0,0.178,29400.0,57.9,42.1,2,76.7,31,28.1,1,0,0.037,0.178,0.18,5202.0,0.132,1.756,0.0,0,0.046749999999999986
APP001529,2025-12-10,Female,21,Bachelor,Single,0,Rented,0,Ahmedabad,Self-Employed,IT/Software,1128000.0,4,1,Home Loan,2372000.0,240,8.92,854,3,2,114,0,0,1,2,732500.0,51.7,0,0,204200.0,0.05,81200.0,44.6,55.4,0,78.0,39,6.6,1,0,0.649,2.103,0.689,21220.0,0.226,2.172,9.5,0,0.02
APP001530,2025-04-24,Male,55,Bachelor,Married,1,Mortgaged,1,Kolkata,Salaried,Banking/Finance,497000.0,12,5,Home Loan,2912000.0,300,9.41,553,1,1,78,0,0,3,5,661200.0,26.1,0,0,130000.0,0.364,35700.0,40.3,59.7,0,89.3,36,38.3,1,0,1.33,5.859,0.518,25260.0,0.61,3.139,6.5,1,0.10675000000000001
APP001531,2025-08-22,Male,43,Bachelor,Single,3,Living with Parents,8,Hyderabad,Business Owner,IT/Software,1129000.0,5,4,Credit Card,419000.0,12,34.74,816,4,0,1,2,30,2,3,1956500.0,66.3,0,0,276300.0,0.4,75900.0,64.5,35.5,0,87.5,30,38.3,2,0,1.733,0.371,0.166,41830.0,0.445,2.937,0.1,0,0.17766666666666667
APP001532,2025-08-08,Female,26,Bachelor,Married,1,Rented,2,Jaipur,Salaried,Real Estate,237000.0,4,2,Credit Card,91000.0,12,33.99,684,6,3,31,2,180,3,5,122300.0,97.3,0,0,17000.0,0.05,15100.0,45.9,54.1,0,70.6,31,30.8,0,0,0.516,0.384,0.197,9051.0,0.458,0.861,2.6,1,0.1756033755274262
APP001533,2025-02-14,Female,32,Bachelor,Married,0,Rented,5,Pune,Salaried,IT/Software,798000.0,23,4,Credit Card,209000.0,12,32.76,768,2,0,10,0,0,2,2,214000.0,45.2,0,0,58500.0,0.898,57900.0,68.2,31.8,0,74.7,23,30.7,0,0,0.268,0.262,0.776,20660.0,0.311,0.88,0.8,0,0.02
APP001534,2025-09-28,Male,28,Bachelor,Married,4,Rented,0,Hyderabad,Self-Employed,Government,214000.0,2,2,Credit Card,60000.0,12,36.81,564,1,1,37,2,60,3,7,265800.0,65.8,1,0,36700.0,0.186,9200.0,35.7,64.3,0,93.2,26,12.0,1,0,1.242,0.28,0.186,6052.0,0.339,2.058,3.1,0,0.3115389408099689
APP001535,2025-01-17,Male,50,Bachelor,Single,2,Mortgaged,13,Chennai,Salaried,Manufacturing,317000.0,12,3,Personal Loan,764000.0,36,14.14,697,1,0,22,0,0,0,4,2948500.0,84.6,0,1,61900.0,0.291,14900.0,35.7,64.3,0,96.3,45,7.2,1,0,9.301,2.41,0.202,26164.0,0.99,2.343,1.8,0,0.11074999999999999
APP001536,2025-06-21,Male,21,High School,Single,2,Mortgaged,3,Hyderabad,Freelancer,IT/Software,248000.0,6,6,Credit Card,59000.0,12,40.21,562,1,1,13,0,0,2,3,1343700.0,99.5,1,0,60400.0,0.477,8300.0,47.5,52.5,0,80.2,22,7.6,1,2,5.418,0.238,0.769,6052.0,0.293,2.923,1.1,0,0.2845000000000001
APP001537,2025-08-19,Male,36,High School,Married,1,Owned,0,Chennai,Business Owner,Manufacturing,643000.0,8,5,Personal Loan,1322000.0,60,14.96,817,3,0,59,5,30,2,7,954700.0,1.2,1,0,137300.0,0.374,32100.0,38.0,62.0,2,83.3,34,29.7,0,0,1.485,2.056,0.327,31423.0,0.586,2.562,4.9,1,0.42741666666666667
APP001538,2025-04-27,Female,33,Bachelor,Married,0,Owned,3,Delhi,Freelancer,Government,175000.0,2,0,Personal Loan,242000.0,24,17.62,849,4,4,7,0,0,2,2,881900.0,26.7,0,0,39500.0,0.186,7100.0,33.7,66.3,0,80.5,30,33.0,1,0,5.039,1.383,0.679,12037.0,0.825,2.709,0.6,0,0.13275
APP001539,2025-01-27,Male,43,Bachelor,Married,1,Rented,1,Other,Salaried,Real Estate,157000.0,5,1,Home Loan,981000.0,180,8.07,690,3,1,327,1,30,3,6,350600.0,80.0,0,0,46400.0,1.151,6600.0,58.2,41.8,0,91.7,34,13.5,3,1,2.233,6.248,0.578,9415.0,0.72,3.546,27.2,0,0.2617166666666667
APP001540,2025-10-18,Male,33,Bachelor,Single,3,Owned,1,Other,Salaried,Healthcare,577000.0,11,0,Business Loan,5613000.0,84,15.81,651,3,1,105,0,0,3,6,1545600.0,88.0,0,0,135800.0,0.05,35500.0,49.8,50.2,1,79.9,25,14.9,2,0,2.679,9.728,0.208,110879.0,2.306,2.824,8.8,0,0.23225
APP001541,2025-09-26,Female,21,High School,Married,0,Owned,4,Delhi,Salaried,Retail,323000.0,5,1,Auto Loan,758000.0,72,11.33,760,3,3,7,3,30,1,2,444300.0,12.2,0,0,87000.0,1.087,14600.0,47.0,53.0,0,93.2,33,34.0,3,0,1.376,2.347,0.848,14556.0,0.541,3.232,0.6,0,0.2910166666666667
APP001542,2025-04-08,Male,32,Bachelor,Married,0,Rented,1,Hyderabad,Salaried,IT/Software,100000.0,6,1,Personal Loan,268000.0,48,17.6,701,2,1,18,1,90,2,3,324900.0,35.9,2,0,27900.0,0.22,7200.0,46.5,53.5,1,74.3,32,10.2,1,1,3.249,2.68,0.626,7817.0,0.938,3.348,1.5,0,0.40974999999999995
APP001543,2025-04-18,Male,25,Master,Married,1,Mortgaged,1,Ahmedabad,Salaried,Manufacturing,357000.0,4,4,Home Loan,1060000.0,360,8.76,880,1,0,36,1,30,1,4,1654600.0,71.2,0,0,92500.0,0.303,17300.0,64.7,35.3,0,79.9,35,26.3,0,1,4.635,2.969,0.286,8347.0,0.281,3.109,3.0,0,0.12166666666666667
APP001544,2025-08-30,Male,35,Master,Married,1,Rented,3,Mumbai,Business Owner,Banking/Finance,1022000.0,0,0,Education Loan,4004000.0,60,10.91,752,0,0,115,0,0,0,1,314800.0,89.7,0,1,135500.0,0.05,69900.0,57.6,42.4,0,87.9,31,7.8,0,0,0.308,3.918,0.675,86877.0,1.02,1.591,9.6,1,0.07780234833659491
APP001545,2025-06-18,Female,49,Master,Married,0,Mortgaged,1,Mumbai,Salaried,Banking/Finance,161000.0,8,1,Education Loan,340000.0,180,9.46,702,4,3,2,4,180,2,4,73300.0,8.9,0,0,26200.0,0.128,8500.0,50.1,49.9,1,72.7,28,18.3,1,0,0.455,2.112,0.609,3542.0,0.264,1.953,0.2,0,0.3150279503105591
APP001546,2025-05-18,Male,21,High School,Married,0,Living with Parents,0,Hyderabad,Salaried,Healthcare,493000.0,7,2,Home Loan,2283000.0,360,9.32,745,2,2,69,0,0,3,4,1300.0,44.9,0,0,33200.0,0.414,25400.0,35.6,64.4,4,83.1,26,36.5,0,0,0.003,4.631,0.367,18898.0,0.46,0.808,5.8,0,0.05875
APP001547,2025-05-09,Female,26,Bachelor,Widowed,1,Owned,2,Mumbai,Salaried,Real Estate,447000.0,4,4,Auto Loan,1646000.0,36,9.81,610,3,1,66,0,0,4,9,126600.0,5.3,0,0,116600.0,0.379,25400.0,57.5,42.5,0,85.6,28,37.3,1,0,0.283,3.682,0.552,52965.0,1.422,3.13,5.5,0,0.02
APP001548,2025-09-23,Male,29,High School,Married,1,Rented,0,Ahmedabad,Self-Employed,Government,339000.0,3,2,Personal Loan,696000.0,60,15.71,661,0,0,9,0,0,3,7,298400.0,8.2,0,0,40200.0,0.52,22000.0,52.7,47.3,2,96.3,26,15.2,0,0,0.88,2.053,0.821,16818.0,0.595,1.423,0.8,0,0.078773598820059
APP001549,2025-07-16,Male,31,Bachelor,Divorced,3,Living with Parents,11,Jaipur,Self-Employed,Healthcare,686000.0,6,6,Education Loan,3388000.0,84,9.41,813,4,4,165,0,0,2,5,207700.0,86.1,2,0,204500.0,0.32,25800.0,65.6,34.4,0,76.9,22,38.3,1,0,0.303,4.939,0.434,55217.0,0.966,3.577,13.8,0,0.10202696793002913
APP001550,2025-12-25,Female,42,High School,Single,0,Owned,3,Kolkata,Salaried,Manufacturing,644000.0,7,5,Personal Loan,333000.0,12,11.44,814,4,0,25,0,0,2,3,399400.0,49.0,0,0,128200.0,0.422,37500.0,69.8,30.2,2,78.4,17,8.5,1,0,0.62,0.517,0.479,29499.0,0.55,2.389,2.1,0,0.033518633540372655
APP001551,2025-06-12,Female,33,Master,Married,2,Living with Parents,0,Ahmedabad,Self-Employed,Real Estate,617000.0,2,1,Education Loan,1830000.0,84,9.85,811,3,1,28,0,0,1,2,158300.0,20.7,1,0,144400.0,0.47,26000.0,51.1,48.9,0,82.1,40,37.5,0,0,0.257,2.966,0.898,30239.0,0.588,2.808,2.3,0,0.02
APP001552,2025-07-13,Female,39,Bachelor,Married,3,Rented,1,Pune,Business Owner,IT/Software,551000.0,2,2,Home Loan,1581000.0,180,7.52,697,5,2,18,0,0,1,3,94900.0,23.9,0,0,75800.0,0.056,24700.0,59.2,40.8,3,80.8,37,9.7,1,2,0.172,2.869,0.872,14674.0,0.32,1.651,1.5,0,0.16074999999999998
APP001553,2025-02-11,Female,28,Bachelor,Married,4,Owned,15,Mumbai,Salaried,Education,277000.0,21,4,Personal Loan,211000.0,36,12.36,643,2,1,21,0,0,3,4,1104500.0,0.7,0,0,53900.0,0.073,11100.0,60.7,39.3,0,76.8,35,9.3,0,0,3.987,0.762,0.814,7045.0,0.305,2.335,1.8,0,0.06425
APP001554,2025-09-23,Female,37,Bachelor,Married,2,Mortgaged,3,Mumbai,Self-Employed,IT/Software,1144000.0,22,9,Education Loan,4871000.0,120,10.36,720,2,2,62,0,0,1,7,250500.0,40.0,0,1,181000.0,0.052,62800.0,56.3,43.7,2,84.5,28,11.5,1,0,0.219,4.258,0.297,65346.0,0.685,1.899,5.2,0,0.06499999999999997
APP001555,2025-10-14,Male,42,High School,Single,1,Rented,2,Ahmedabad,Salaried,Banking/Finance,369000.0,2,0,Business Loan,2080000.0,120,12.36,639,2,0,27,0,0,1,4,434600.0,95.5,0,0,57100.0,0.316,23400.0,68.6,31.4,0,71.9,31,24.0,0,0,1.178,5.637,0.687,30276.0,0.985,1.857,2.2,0,0.1530277777777778
APP001556,2025-03-20,Male,27,Bachelor,Divorced,0,Mortgaged,1,Kolkata,Salaried,Banking/Finance,364000.0,19,3,Business Loan,1059000.0,36,11.4,751,2,1,25,0,0,2,2,441000.0,49.1,0,0,49600.0,0.563,19900.0,60.2,39.8,3,95.0,31,22.2,1,3,1.212,2.909,0.136,34871.0,1.15,1.635,2.1,1,0.29155384615384616
APP001557,2025-01-09,Female,42,Bachelor,Married,4,Rented,2,Bangalore,Salaried,Manufacturing,532000.0,5,5,Personal Loan,1105000.0,12,16.83,667,3,1,86,1,60,4,8,1195200.0,1.5,0,0,104200.0,0.176,38500.0,38.8,61.2,1,94.7,27,25.6,1,0,2.247,2.077,0.393,100692.0,2.271,2.35,7.2,0,0.21158333333333332
APP001558,2025-12-05,Male,35,Bachelor,Divorced,2,Rented,1,Ahmedabad,Salaried,Banking/Finance,486000.0,0,0,Personal Loan,690000.0,36,13.82,865,5,1,27,1,60,1,1,306000.0,77.5,0,0,94500.0,0.05,16600.0,38.1,61.9,0,79.3,17,26.1,1,0,0.63,1.42,0.809,23522.0,0.581,2.333,2.2,0,0.14504629629629628
APP001559,2025-05-26,Female,45,Master,Single,1,Owned,6,Mumbai,Freelancer,Healthcare,100000.0,0,0,Personal Loan,237000.0,48,15.44,792,2,1,56,0,0,1,1,713100.0,71.7,0,0,14700.0,0.084,6700.0,45.6,54.4,2,75.2,39,33.8,1,0,7.131,2.37,0.34,6649.0,0.798,1.764,4.7,0,0.207
APP001560,2025-05-02,Female,32,Bachelor,Married,3,Rented,3,Bangalore,Salaried,IT/Software,431000.0,1,0,Personal Loan,611000.0,36,14.7,671,2,2,9,0,0,3,5,23500.0,37.5,1,0,34600.0,0.394,31600.0,47.7,52.3,3,93.3,20,31.8,0,0,0.055,1.418,0.415,21091.0,0.587,0.963,0.8,0,0.22724999999999998
APP001561,2025-12-28,Male,38,Master,Married,1,Mortgaged,6,Bangalore,Salaried,Banking/Finance,327000.0,10,1,Home Loan,1876000.0,120,8.53,772,2,1,92,0,0,3,7,49300.0,32.0,0,0,29200.0,0.101,21800.0,50.9,49.1,1,75.1,32,22.5,0,0,0.151,5.737,0.651,23290.0,0.855,1.072,7.7,0,0.02
APP001562,2025-09-13,Male,34,Bachelor,Married,2,Rented,1,Mumbai,Self-Employed,Education,954000.0,7,6,Home Loan,3810000.0,180,8.45,727,2,2,15,3,60,0,3,785600.0,0.4,0,0,264500.0,1.642,57400.0,30.2,69.8,0,86.0,31,25.6,1,0,0.823,3.994,0.779,37407.0,0.471,3.327,1.2,0,0.24893134171907758
APP001563,2025-03-01,Female,34,Bachelor,Married,1,Mortgaged,0,Kolkata,Freelancer,Healthcare,120000.0,10,1,Home Loan,691000.0,240,8.03,582,1,1,9,0,0,3,8,346500.0,37.4,0,0,30000.0,1.086,6800.0,31.2,68.8,0,79.3,29,24.8,0,2,2.888,5.758,0.5,5793.0,0.579,3.0,0.8,1,0.20879999999999996
APP001564,2025-06-07,Male,37,Bachelor,Single,0,Living with Parents,16,Kolkata,Salaried,Government,519000.0,4,0,Personal Loan,1375000.0,12,12.84,814,1,1,116,0,0,3,8,49200.0,94.0,0,0,130200.0,0.147,34400.0,44.5,55.5,0,84.2,29,8.1,1,1,0.095,2.649,0.392,122708.0,2.837,3.01,9.7,1,0.09150000000000001
APP001565,2025-06-17,Female,40,PhD,Single,0,Owned,3,Hyderabad,Salaried,Healthcare,106000.0,4,0,Auto Loan,190000.0,84,9.62,696,3,1,58,1,30,0,1,57900.0,89.7,2,0,13000.0,0.09,7600.0,67.1,32.9,2,97.2,28,29.4,1,0,0.546,1.792,0.7,3117.0,0.353,1.472,4.8,0,0.3822893081761007
APP001566,2025-11-10,Male,22,High School,Married,0,Mortgaged,0,Bangalore,Freelancer,Real Estate,480000.0,0,0,Home Loan,983000.0,360,9.07,694,4,1,47,0,0,3,5,107800.0,72.3,1,0,103800.0,0.178,34500.0,68.9,31.1,0,97.5,24,33.6,0,0,0.225,2.048,0.474,7959.0,0.199,2.595,3.9,1,0.1315
APP001567,2025-12-06,Female,49,Bachelor,Married,4,Owned,0,Hyderabad,Business Owner,Healthcare,1187000.0,1,1,Credit Card,487000.0,12,37.69,792,4,1,108,0,0,1,3,88900.0,56.5,0,0,164000.0,0.196,76000.0,69.1,30.9,1,84.4,29,5.5,1,4,0.075,0.41,0.256,49337.0,0.499,1.658,9.0,1,0.17700000000000002
APP001568,2025-08-12,Male,21,Bachelor,Single,3,Living with Parents,2,Jaipur,Self-Employed,Healthcare,330000.0,3,0,Credit Card,122000.0,12,28.81,742,4,0,1,1,30,5,8,1042100.0,81.3,0,0,50900.0,0.282,22400.0,68.9,31.1,0,71.6,32,7.0,0,0,3.158,0.37,0.378,11822.0,0.43,1.851,0.1,0,0.24616666666666667
APP001569,2025-02-02,Female,28,High School,Married,1,Living with Parents,5,Bangalore,Self-Employed,Banking/Finance,860000.0,9,3,Consumer Durable,147000.0,24,13.45,722,6,4,104,1,90,2,3,169100.0,24.2,0,0,109100.0,0.286,31000.0,37.5,62.5,1,83.6,25,31.7,1,0,0.197,0.171,0.46,7020.0,0.098,1.522,8.7,0,0.0945
APP001570,2025-03-09,Male,34,High School,Married,1,Rented,2,Bangalore,Salaried,Healthcare,381000.0,6,5,Home Loan,2333000.0,180,8.49,823,3,3,33,1,90,1,2,487500.0,10.5,0,0,94800.0,0.05,19200.0,33.6,66.4,0,88.0,36,5.4,1,0,1.28,6.123,0.184,22960.0,0.723,2.986,2.8,0,0.1372027559055118
APP001571,2025-12-07,Male,39,Master,Married,2,Rented,8,Pune,Self-Employed,Government,100000.0,5,2,Education Loan,177000.0,84,10.95,704,1,1,17,0,0,4,7,105100.0,38.9,0,0,28400.0,0.397,6600.0,68.8,31.2,0,78.9,21,13.0,0,0,1.051,1.77,0.293,3026.0,0.363,3.408,1.4,0,0.04409999999999997
APP001572,2025-12-10,Male,50,High School,Single,2,Mortgaged,1,Pune,Salaried,Education,445000.0,13,2,Credit Card,155000.0,12,33.85,704,2,1,11,1,90,2,3,1156600.0,99.7,0,0,76000.0,0.14,15200.0,67.3,32.7,0,80.4,30,26.9,0,1,2.599,0.348,0.537,15406.0,0.415,2.049,0.9,0,0.19899999999999998
APP001573,2025-06-18,Female,21,High School,Married,1,Living with Parents,0,Chennai,Business Owner,IT/Software,398000.0,5,2,Home Loan,1885000.0,360,7.77,599,1,0,2,0,0,1,4,22000.0,51.1,0,0,102300.0,0.487,20700.0,30.6,69.4,0,71.2,42,18.3,1,1,0.055,4.736,0.145,13530.0,0.408,3.084,0.2,0,0.045249999999999985
APP001574,2025-07-12,Female,29,Other,Married,1,Owned,0,Jaipur,Salaried,Other,540000.0,1,1,Business Loan,1833000.0,36,13.88,795,3,2,23,3,60,3,3,71000.0,53.5,0,0,161300.0,0.065,18100.0,32.8,67.2,0,77.7,48,36.3,1,0,0.131,3.394,0.538,62541.0,1.39,3.584,1.9,0,0.12958333333333333
APP001575,2025-04-02,Male,21,Master,Married,1,Rented,9,Bangalore,Business Owner,Healthcare,1455000.0,4,2,Auto Loan,4022000.0,72,8.31,554,1,1,70,1,30,1,1,174400.0,98.6,0,0,116700.0,0.39,83300.0,67.2,32.8,0,89.3,30,33.2,1,0,0.12,2.764,0.444,71129.0,0.587,0.962,5.8,0,0.07316666666666666
APP001576,2025-07-14,Male,35,Bachelor,Divorced,1,Rented,20,Pune,Business Owner,Banking/Finance,594000.0,7,7,Personal Loan,450000.0,24,10.59,752,8,0,49,1,30,2,2,610600.0,29.2,0,0,127700.0,0.05,20000.0,42.6,57.4,0,90.1,25,15.0,0,0,1.028,0.758,0.218,20888.0,0.422,2.58,4.1,0,0.07646127946127942
APP001577,2025-10-31,Male,37,Bachelor,Married,2,Mortgaged,0,Pune,Salaried,Other,237000.0,10,6,Auto Loan,384000.0,84,10.67,701,2,2,81,1,60,5,9,439300.0,22.1,0,0,30800.0,0.415,11200.0,69.1,30.9,0,76.9,30,13.9,1,0,1.854,1.62,0.795,6509.0,0.33,1.559,6.8,0,0.1930833333333333
APP001578,2025-09-17,Female,50,Bachelor,Married,0,Owned,0,Delhi,Self-Employed,Healthcare,592000.0,4,4,Auto Loan,1711000.0,84,8.17,703,2,1,19,0,0,1,4,525500.0,49.7,0,0,70300.0,0.452,29800.0,56.2,43.8,1,96.1,28,37.5,2,0,0.888,2.89,0.105,26813.0,0.544,1.425,1.6,0,0.0780168918918919
APP001579,2025-05-11,Female,36,Master,Single,5,Rented,12,Mumbai,Salaried,IT/Software,510000.0,9,1,Business Loan,1734000.0,84,13.53,802,6,1,147,0,0,2,6,143500.0,81.7,0,0,82200.0,0.329,20500.0,50.4,49.6,1,70.9,37,29.7,0,0,0.281,3.4,0.413,32047.0,0.754,1.934,12.2,0,0.02
APP001580,2025-02-09,Male,45,Master,Married,2,Rented,0,Ahmedabad,Salaried,Government,309000.0,27,2,Home Loan,1541000.0,120,7.85,738,3,2,102,0,0,3,7,278700.0,33.8,0,0,80000.0,0.533,11500.0,32.0,68.0,0,84.9,18,32.8,0,0,0.902,4.987,0.627,18575.0,0.721,3.107,8.5,0,0.02
APP001581,2025-11-21,Male,40,Master,Single,2,Mortgaged,1,Chennai,Self-Employed,Manufacturing,737000.0,0,0,Home Loan,3878000.0,300,8.08,598,3,3,80,1,120,2,7,254600.0,23.7,0,0,45600.0,0.52,38700.0,52.4,47.6,3,80.7,28,22.0,0,0,0.345,5.262,0.717,30137.0,0.491,0.742,6.7,1,0.2877121212121212
APP001582,2025-08-30,Male,30,High School,Married,1,Rented,8,Mumbai,Freelancer,IT/Software,529000.0,7,1,Home Loan,2709000.0,120,8.17,731,4,0,50,0,0,3,5,654100.0,68.4,0,0,72300.0,0.05,17700.0,32.6,67.4,0,99.2,33,26.5,3,1,1.236,5.121,0.769,33111.0,0.751,1.64,4.2,0,0.14589839319470702
APP001583,2025-05-15,Male,21,Bachelor,Married,0,Living with Parents,30,Other,Business Owner,Retail,1362000.0,15,2,Auto Loan,4053000.0,36,9.93,742,5,1,49,0,0,1,2,70000.0,46.3,0,0,175000.0,0.175,76500.0,30.5,69.5,0,77.6,35,9.3,0,0,0.051,2.976,0.487,130646.0,1.151,1.542,4.1,0,0.02
APP001584,2025-07-19,Male,37,High School,Married,0,Owned,3,Delhi,Salaried,Other,457000.0,4,1,Education Loan,924000.0,180,8.56,630,0,0,103,2,180,7,8,309600.0,95.9,0,0,30100.0,0.05,17700.0,58.0,42.0,1,80.2,29,39.1,1,0,0.677,2.022,0.235,9132.0,0.24,0.79,8.6,0,0.33524617067833706
APP001585,2025-03-27,Female,21,High School,Single,2,Owned,1,Chennai,Self-Employed,IT/Software,100000.0,2,0,Personal Loan,272000.0,24,16.8,798,3,1,66,0,0,0,1,276200.0,16.4,0,0,18600.0,0.173,6500.0,49.3,50.7,0,97.2,36,36.1,1,0,2.762,2.72,0.187,13422.0,1.611,2.232,5.5,0,0.1455
APP001586,2025-08-09,Male,47,Master,Single,0,Rented,9,Chennai,Salaried,Healthcare,356000.0,4,1,Auto Loan,832000.0,84,8.93,618,5,1,10,0,0,3,3,356900.0,40.8,0,0,51200.0,0.141,26300.0,31.3,68.7,2,76.7,21,11.0,0,0,1.003,2.337,0.587,13357.0,0.45,1.726,0.8,0,0.10075280898876404
APP001587,2025-09-24,Female,33,High School,Divorced,0,Owned,2,Bangalore,Salaried,Manufacturing,369000.0,14,7,Personal Loan,666000.0,36,13.27,630,4,2,54,0,0,3,5,1133500.0,47.5,0,0,73600.0,0.252,17200.0,50.0,50.0,0,96.1,22,23.1,1,3,3.072,1.805,0.854,22527.0,0.733,2.393,4.5,1,0.23750000000000002
APP001588,2025-06-21,Male,46,Bachelor,Divorced,1,Mortgaged,1,Delhi,Salaried,Retail,413000.0,11,2,Personal Loan,235000.0,60,13.18,706,3,3,27,0,0,5,5,174800.0,12.6,1,0,87500.0,0.145,15600.0,68.1,31.9,2,99.4,32,19.6,2,0,0.423,0.569,0.66,5369.0,0.156,2.542,2.2,0,0.1808244552058111
APP001589,2025-05-02,Male,30,Master,Single,1,Mortgaged,3,Kolkata,Business Owner,Banking/Finance,100000.0,5,0,Credit Card,30000.0,12,39.61,515,3,1,44,1,60,2,6,524900.0,59.1,0,1,6000.0,0.637,5500.0,68.3,31.7,0,93.1,30,26.7,1,0,5.249,0.3,0.442,3068.0,0.368,0.72,3.7,1,0.34643333333333337
APP001590,2025-12-09,Female,37,Bachelor,Married,1,Mortgaged,9,Delhi,Self-Employed,IT/Software,360000.0,16,4,Credit Card,41000.0,12,34.04,641,4,1,64,0,0,1,2,2013600.0,66.4,0,0,38800.0,0.628,26100.0,61.1,38.9,1,80.8,31,29.9,1,0,5.593,0.114,0.461,4079.0,0.136,1.293,5.3,0,0.12114999999999998
APP001591,2025-05-12,Female,37,High School,Single,2,Living with Parents,1,Pune,Business Owner,Education,709000.0,7,7,Business Loan,2158000.0,60,15.71,625,3,2,83,0,0,0,0,222700.0,81.4,0,0,118600.0,0.05,33200.0,48.6,51.4,1,71.5,32,31.3,0,0,0.314,3.044,0.602,52146.0,0.883,2.007,6.9,0,0.02
APP001592,2025-01-26,Female,34,Master,Single,1,Rented,2,Ahmedabad,Salaried,Retail,466000.0,2,2,Home Loan,1013000.0,180,8.24,747,4,1,140,0,0,4,7,32800.0,98.7,0,0,30100.0,0.385,27000.0,35.0,65.0,1,84.0,39,38.8,0,1,0.07,2.174,0.643,9822.0,0.253,0.775,11.7,0,0.038250000000000006
APP001593,2025-02-19,Male,30,PhD,Single,0,Living with Parents,2,Mumbai,Salaried,Banking/Finance,739000.0,1,1,Consumer Durable,120000.0,18,12.31,640,1,1,88,0,0,2,3,489900.0,34.6,0,0,144000.0,0.077,35300.0,46.4,53.6,5,85.9,27,35.8,1,1,0.663,0.162,0.429,7335.0,0.119,2.338,7.3,0,0.22129228687415428
APP001594,2025-06-17,Male,38,Master,Married,0,Owned,8,Kolkata,Business Owner,IT/Software,1130000.0,5,1,Home Loan,2497000.0,120,7.56,778,2,2,3,1,120,0,3,1223200.0,90.5,0,0,227800.0,0.502,44600.0,51.4,48.6,1,79.8,26,19.4,1,0,1.082,2.21,0.435,29718.0,0.316,2.419,0.2,0,0.17551445427728615
APP001595,2025-11-14,Female,25,Bachelor,Single,3,Mortgaged,5,Pune,Business Owner,Government,302000.0,8,0,Consumer Durable,52000.0,9,12.73,659,0,0,9,0,0,0,1,861000.0,93.0,0,0,58600.0,0.068,14400.0,32.7,67.3,0,82.9,29,8.7,1,2,2.851,0.172,0.417,6089.0,0.242,2.328,0.8,0,0.28025
APP001596,2025-03-19,Male,22,High School,Single,0,Owned,7,Delhi,Salaried,Retail,275000.0,6,0,Education Loan,498000.0,180,8.47,635,4,2,13,0,0,2,6,440700.0,55.1,0,0,28500.0,0.443,11000.0,58.9,41.1,1,74.8,24,22.1,3,0,1.603,1.811,0.843,4895.0,0.214,1.244,1.1,0,0.25625
