applicant_id,application_date,gender,age,education,marital_status,dependents,residence_type,years_at_current_residence,city,employment_type,industry,annual_income,years_employed,years_with_current_employer,loan_purpose,loan_amount_requested,loan_tenure_months,interest_rate
APP000350,2025-03-30,Female,41,Bachelor,Married,1,Rented,15,Chennai,Freelancer,Government,568000.0,6,0,Personal Loan,1571000.0,12,15.12
APP000351,2025-01-18,Male,30,High School,Single,0,Rented,0,Ahmedabad,Self-Employed,Government,100000.0,1,1,Auto Loan,331000.0,48,9.32
APP000352,2025-02-27,Female,24,High School,Married,1,Living with Parents,5,Mumbai,Self-Employed,IT/Software,126000.0,1,1,Auto Loan,466000.0,84,8.87
APP000353,2025-04-26,Female,21,Other,Single,1,Owned,6,Pune,Self-Employed,Manufacturing,790000.0,0,0,Business Loan,7028000.0,36,12.52
APP000354,2025-07-03,Male,24,Bachelor,Divorced,2,Rented,0,Delhi,Salaried,IT/Software,437000.0,1,1,Education Loan,1772000.0,84,10.25
APP000355,2025-07-23,Male,36,High School,Married,1,Owned,1,Jaipur,Business Owner,Healthcare,841000.0,4,1,Home Loan,4113000.0,180,8.38
APP000356,2025-04-01,Female,49,Master,Married,0,Mortgaged,14,Bangalore,Salaried,IT/Software,417000.0,16,3,Personal Loan,1176000.0,12,14.65
APP000357,2025-02-12,Male,46,Bachelor,Married,2,Owned,7,Hyderabad,Salaried,Healthcare,230000.0,6,5,Personal Loan,172000.0,12,14.09
APP000358,2025-12-10,Male,37,Master,Married,1,Rented,0,Bangalore,Business Owner,Manufacturing,100000.0,3,0,Home Loan,542000.0,120,8.51
APP000359,2025-09-26,Female,31,Bachelor,Married,0,Rented,3,Chennai,Salaried,Government,540000.0,20,0,Business Loan,1433000.0,84,11.61
APP000360,2025-08-05,Male,37,Bachelor,Single,1,Owned,5,Hyderabad,Salaried,Manufacturing,565000.0,1,1,Home Loan,4002000.0,360,8.92
APP000361,2025-08-22,Male,29,Bachelor,Married,0,Rented,18,Kolkata,Freelancer,Other,213000.0,10,5,Home Loan,760000.0,240,9.15
APP000362,2025-11-29,Female,52,Master,Married,3,Mortgaged,6,Mumbai,Freelancer,IT/Software,100000.0,1,1,Business Loan,758000.0,120,12.06
APP000363,2025-04-07,Male,33,Master,Married,0,Owned,5,Bangalore,Salaried,Manufacturing,380000.0,1,0,Education Loan,1297000.0,84,9.85
APP000364,2025-07-19,Male,34,Bachelor,Single,0,Living with Parents,11,Pune,Business Owner,Real Estate,461000.0,3,3,Personal Loan,1231000.0,36,14.74
APP000365,2025-07-02,Female,21,High School,Single,2,Owned,5,Hyderabad,Self-Employed,Banking/Finance,849000.0,0,0,Home Loan,4944000.0,360,9.18
APP000366,2025-10-04,Male,33,Bachelor,Divorced,0,Owned,13,Ahmedabad,Salaried,Education,256000.0,2,2,Personal Loan,726000.0,60,12.5
APP000367,2025-05-25,Female,43,Other,Single,0,Mortgaged,3,Jaipur,Business Owner,Banking/Finance,1157000.0,6,6,Education Loan,2643000.0,84,8.77
APP000368,2025-02-11,Female,24,Bachelor,Married,5,Rented,6,Mumbai,Self-Employed,Other,632000.0,3,2,Education Loan,1925000.0,180,10.89
APP000369,2025-12-21,Male,27,Master,Single,1,Rented,4,Kolkata,Salaried,Education,596000.0,4,0,Personal Loan,1665000.0,48,10.91
APP000370,2025-10-16,Male,42,Bachelor,Single,4,Owned,4,Delhi,Business Owner,Retail,1079000.0,0,0,Business Loan,10223000.0,60,14.77
APP000371,2025-09-13,Male,21,Bachelor,Single,1,Mortgaged,1,Chennai,Salaried,Real Estate,341000.0,1,1,Education Loan,602000.0,120,8.99
APP000372,2025-08-12,Male,45,Bachelor,Married,0,Owned,11,Pune,Self-Employed,Manufacturing,712000.0,8,0,Personal Loan,697000.0,48,15.23
APP000373,2025-12-14,Male,29,Master,Divorced,3,Mortgaged,1,Delhi,Business Owner,Banking/Finance,805000.0,5,5,Business Loan,5005000.0,60,13.15
APP000374,2025-01-03,Female,31,Master,Married,1,Rented,0,Bangalore,Business Owner,Banking/Finance,100000.0,0,0,Home Loan,287000.0,120,9.25
APP000375,2025-10-24,Male,23,Bachelor,Married,1,Rented,6,Other,Freelancer,Manufacturing,472000.0,5,2,Personal Loan,1172000.0,36,16.29
APP000376,2025-06-17,Male,38,Bachelor,Married,3,Living with Parents,3,Mumbai,Freelancer,Manufacturing,341000.0,0,0,Education Loan,361000.0,120,10.29
APP000377,2025-12-13,Female,59,Bachelor,Married,1,Mortgaged,1,Mumbai,Self-Employed,Real Estate,100000.0,0,0,Personal Loan,80000.0,36,11.91
APP000378,2025-12-19,Male,42,High School,Divorced,1,Mortgaged,10,Ahmedabad,Self-Employed,Manufacturing,168000.0,15,3,Home Loan,689000.0,180,8.22
APP000379,2025-05-08,Female,26,PhD,Married,0,Mortgaged,1,Chennai,Salaried,Manufacturing,315000.0,20,2,Home Loan,2517000.0,180,9.05
APP000380,2025-06-13,Male,46,Bachelor,Married,0,Owned,0,Pune,Salaried,Healthcare,531000.0,4,2,Auto Loan,2090000.0,60,11.66
APP000381,2025-10-07,Male,31,Master,Married,3,Mortgaged,0,Bangalore,Salaried,IT/Software,304000.0,5,2,Consumer Durable,49000.0,9,17.3
APP000382,2025-12-02,Female,48,Master,Married,1,Owned,12,Delhi,Business Owner,IT/Software,1174000.0,3,3,Credit Card,239000.0,12,33.54
APP000383,2025-11-27,Female,43,Master,Married,2,Owned,2,Delhi,Self-Employed,Retail,837000.0,12,0,Personal Loan,1183000.0,36,11.11
APP000384,2025-08-11,Female,21,PhD,Single,0,Owned,1,Delhi,Salaried,Healthcare,373000.0,4,1,Home Loan,2067000.0,300,7.74
APP000385,2025-01-22,Female,24,Bachelor,Single,1,Mortgaged,4,Delhi,Salaried,Manufacturing,515000.0,15,0,Education Loan,1326000.0,120,8.35
APP000386,2025-08-20,Female,44,Master,Divorced,0,Mortgaged,3,Delhi,Salaried,Other,393000.0,1,1,Credit Card,154000.0,12,31.74
APP000387,2025-03-01,Male,36,High School,Married,1,Owned,30,Ahmedabad,Freelancer,Education,201000.0,0,0,Credit Card,83000.0,12,40.31
APP000388,2025-11-04,Male,24,Bachelor,Single,2,Rented,10,Hyderabad,Salaried,Healthcare,367000.0,26,1,Personal Loan,1014000.0,24,12.1
APP000389,2025-02-02,Female,28,Master,Married,2,Rented,1,Delhi,Salaried,Education,283000.0,4,3,Auto Loan,516000.0,36,11.66
APP000390,2025-08-03,Female,21,Bachelor,Married,2,Rented,5,Bangalore,Salaried,Other,522000.0,5,0,Home Loan,3192000.0,300,8.1
APP000391,2025-10-21,Female,34,Master,Married,1,Rented,2,Other,Salaried,IT/Software,471000.0,2,2,Home Loan,1623000.0,120,7.53
APP000392,2025-07-17,Male,57,Master,Single,2,Rented,2,Delhi,Freelancer,Real Estate,659000.0,0,0,Home Loan,4663000.0,180,8.12
APP000393,2025-07-29,Male,43,Master,Married,0,Rented,2,Jaipur,Salaried,Healthcare,391000.0,11,0,Business Loan,2153000.0,120,12.27
APP000394,2025-05-20,Female,56,Bachelor,Single,0,Mortgaged,5,Kolkata,Salaried,Education,459000.0,0,0,Personal Loan,1191000.0,36,16.46
APP000395,2025-03-05,Male,43,Bachelor,Married,0,Rented,3,Hyderabad,Salaried,Retail,446000.0,4,2,Personal Loan,552000.0,36,14.01
APP000396,2025-01-20,Female,45,Bachelor,Single,0,Mortgaged,7,Pune,Self-Employed,Education,763000.0,10,1,Consumer Durable,179000.0,18,14.24
APP000397,2025-05-07,Female,54,Master,Married,1,Owned,0,Chennai,Salaried,Real Estate,467000.0,6,6,Personal Loan,673000.0,48,13.82
APP000398,2025-08-12,Male,38,Bachelor,Single,0,Owned,2,Chennai,Salaried,Retail,288000.0,6,3,Auto Loan,443000.0,60,10.42
APP000399,2025-02-09,Female,33,Bachelor,Single,3,Owned,9,Ahmedabad,Freelancer,IT/Software,378000.0,1,1,Auto Loan,416000.0,48,10.15
APP000400,2025-01-08,Female,45,Bachelor,Single,5,Owned,0,Ahmedabad,Salaried,Retail,406000.0,4,3,Home Loan,1442000.0,120,8.53
APP000401,2025-01-08,Male,49,High School,Single,0,Living with Parents,4,Hyderabad,Freelancer,Banking/Finance,793000.0,0,0,Home Loan,5772000.0,300,7.83
APP000402,2025-05-05,Female,30,High School,Married,1,Rented,7,Kolkata,Salaried,Other,143000.0,0,0,Consumer Durable,22000.0,12,16.33
APP000403,2025-04-29,Male,27,High School,Single,4,Mortgaged,2,Ahmedabad,Salaried,Banking/Finance,519000.0,7,7,Personal Loan,382000.0,60,12.21
APP000404,2025-01-15,Female,36,Bachelor,Widowed,0,Mortgaged,10,Bangalore,Self-Employed,Banking/Finance,1062000.0,9,6,Personal Loan,2478000.0,24,14.37
APP000405,2025-07-12,Male,43,Master,Married,1,Rented,6,Pune,Salaried,IT/Software,264000.0,0,0,Home Loan,1327000.0,300,8.3
APP000406,2025-09-04,Female,42,High School,Married,2,Owned,4,Chennai,Salaried,Government,726000.0,18,0,Home Loan,2849000.0,300,8.99
APP000407,2025-01-18,Male,21,High School,Single,0,Rented,1,Mumbai,Self-Employed,Real Estate,658000.0,0,0,Credit Card,294000.0,12,24.52
APP000408,2025-06-12,Male,54,Bachelor,Married,0,Rented,5,Pune,Salaried,IT/Software,372000.0,3,3,Home Loan,1623000.0,240,8.36
APP000409,2025-07-08,Female,28,Master,Single,1,Living with Parents,8,Hyderabad,Freelancer,Healthcare,374000.0,1,1,Personal Loan,1017000.0,12,12.74
APP000410,2025-07-04,Male,32,High School,Married,0,Rented,6,Mumbai,Salaried,Healthcare,432000.0,0,0,Home Loan,2469000.0,120,7.61
APP000411,2025-01-25,Male,25,Bachelor,Married,2,Living with Parents,4,Mumbai,Self-Employed,Government,681000.0,20,15,Business Loan,2633000.0,48,12.36
APP000412,2025-09-26,Female,61,High School,Married,2,Rented,6,Delhi,Salaried,Banking/Finance,227000.0,3,1,Personal Loan,376000.0,24,15.56
APP000413,2025-07-10,Female,37,Bachelor,Married,1,Owned,18,Ahmedabad,Salaried,Banking/Finance,472000.0,2,1,Consumer Durable,115000.0,18,17.8
APP000414,2025-04-23,Male,26,High School,Widowed,3,Rented,0,Mumbai,Retired,Banking/Finance,100000.0,2,2,Business Loan,871000.0,84,14.08
APP000415,2025-03-14,Female,43,Bachelor,Single,2,Mortgaged,5,Chennai,Self-Employed,Healthcare,480000.0,1,0,Business Loan,2500000.0,84,13.18
APP000416,2025-11-07,Male,42,Master,Single,3,Rented,7,Delhi,Business Owner,Retail,637000.0,20,7,Home Loan,2369000.0,360,7.92
APP000417,2025-01-13,Male,33,Bachelor,Married,2,Owned,5,Delhi,Salaried,Other,411000.0,4,0,Home Loan,1350000.0,120,8.08
APP000418,2025-04-28,Male,43,High School,Divorced,1,Owned,1,Kolkata,Salaried,Manufacturing,391000.0,4,0,Auto Loan,428000.0,84,11.7
APP000419,2025-02-22,Female,26,Bachelor,Married,0,Owned,8,Jaipur,Salaried,Healthcare,443000.0,7,7,Home Loan,1342000.0,120,8.73
APP000420,2025-09-28,Female,30,Bachelor,Single,0,Rented,12,Hyderabad,Self-Employed,IT/Software,204000.0,3,1,Consumer Durable,35000.0,18,15.5
APP000421,2025-03-01,Female,21,PhD,Married,1,Mortgaged,5,Jaipur,Salaried,IT/Software,406000.0,1,0,Home Loan,1751000.0,300,8.61
APP000422,2025-12-23,Female,21,Bachelor,Divorced,1,Rented,3,Jaipur,Salaried,Other,268000.0,2,0,Education Loan,590000.0,84,9.26
APP000423,2025-04-03,Male,53,Master,Single,1,Mortgaged,2,Delhi,Salaried,Banking/Finance,448000.0,2,2,Home Loan,2173000.0,240,8.89
APP000424,2025-01-29,Male,51,Master,Single,0,Rented,2,Pune,Self-Employed,Banking/Finance,1129000.0,5,5,Auto Loan,1321000.0,72,8.28
APP000425,2025-05-21,Male,35,High School,Married,0,Rented,6,Kolkata,Salaried,IT/Software,418000.0,10,4,Credit Card,155000.0,12,39.52
APP000426,2025-01-20,Male,51,PhD,Divorced,1,Owned,4,Hyderabad,Salaried,Manufacturing,637000.0,1,0,Home Loan,2309000.0,360,8.26
APP000427,2025-08-10,Male,33,Bachelor,Married,1,Mortgaged,0,Ahmedabad,Salaried,Healthcare,440000.0,5,1,Home Loan,3285000.0,240,9.48
APP000428,2025-05-25,Female,32,Bachelor,Widowed,0,Owned,0,Pune,Salaried,Manufacturing,303000.0,8,1,Auto Loan,1143000.0,72,10.19
APP000429,2025-10-25,Male,35,High School,Single,1,Owned,0,Delhi,Salaried,Other,435000.0,31,13,Home Loan,1095000.0,360,8.46
APP000430,2025-11-22,Male,33,Bachelor,Married,4,Owned,5,Pune,Business Owner,IT/Software,100000.0,14,4,Credit Card,29000.0,12,33.19
APP000431,2025-10-16,Male,32,Bachelor,Married,2,Owned,1,Hyderabad,Salaried,IT/Software,438000.0,6,2,Credit Card,128000.0,12,39.05
APP000432,2025-03-29,Female,46,Bachelor,Married,1,Rented,0,Pune,Salaried,Manufacturing,591000.0,17,0,Business Loan,3402000.0,48,14.54
APP000433,2025-05-25,Female,36,Bachelor,Married,0,Rented,2,Mumbai,Salaried,IT/Software,251000.0,16,0,Personal Loan,693000.0,60,12.51
APP000434,2025-01-02,Male,42,Bachelor,Divorced,2,Rented,8,Mumbai,Salaried,Retail,564000.0,0,0,Personal Loan,1505000.0,12,15.33
APP000435,2025-05-12,Male,45,Bachelor,Married,1,Rented,1,Ahmedabad,Salaried,Government,265000.0,6,1,Home Loan,753000.0,120,8.48
APP000436,2025-09-09,Female,38,Bachelor,Single,0,Rented,5,Chennai,Salaried,Education,380000.0,6,2,Auto Loan,1198000.0,72,9.52
APP000437,2025-04-26,Male,25,High School,Married,1,Owned,2,Delhi,Salaried,Banking/Finance,242000.0,6,0,Home Loan,1573000.0,120,9.05
APP000438,2025-08-23,Female,21,Bachelor,Married,1,Mortgaged,3,Mumbai,Salaried,Government,402000.0,16,3,Business Loan,2367000.0,84,11.93
APP000439,2025-07-15,Female,36,Bachelor,Single,3,Rented,4,Delhi,Salaried,Manufacturing,847000.0,2,2,Home Loan,3295000.0,180,8.53
APP000440,2025-06-10,Male,33,Bachelor,Married,0,Owned,3,Delhi,Business Owner,Education,510000.0,1,1,Credit Card,170000.0,12,24.42
APP000441,2025-12-21,Male,35,High School,Single,3,Living with Parents,0,Other,Salaried,Other,377000.0,3,1,Education Loan,827000.0,84,10.7
APP000442,2025-12-18,Female,34,High School,Single,1,Owned,4,Ahmedabad,Salaried,Healthcare,404000.0,2,2,Personal Loan,443000.0,12,12.69
APP000443,2025-07-01,Male,60,High School,Married,2,Mortgaged,2,Mumbai,Salaried,Healthcare,380000.0,2,2,Personal Loan,1044000.0,12,15.7
APP000444,2025-02-12,Male,21,PhD,Married,2,Mortgaged,1,Kolkata,Salaried,Banking/Finance,572000.0,1,1,Home Loan,2570000.0,240,8.4
APP000445,2025-08-18,Female,21,Bachelor,Married,0,Owned,11,Hyderabad,Business Owner,IT/Software,490000.0,6,6,Education Loan,1562000.0,120,10.18
APP000446,2025-08-31,Female,38,High School,Married,1,Living with Parents,6,Delhi,Salaried,Education,450000.0,7,1,Credit Card,194000.0,12,35.38
APP000447,2025-09-07,Female,31,High School,Married,2,Rented,1,Kolkata,Salaried,Education,342000.0,0,0,Credit Card,128000.0,12,32.57
APP000448,2025-11-11,Female,38,High School,Single,1,Mortgaged,3,Mumbai,Salaried,Manufacturing,642000.0,9,7,Consumer Durable,182000.0,9,15.58
APP000449,2025-12-26,Male,40,Bachelor,Single,0,Owned,16,Kolkata,Salaried,Education,439000.0,1,0,Credit Card,206000.0,12,24.89
APP000450,2025-10-26,Male,47,High School,Married,1,Rented,1,Jaipur,Business Owner,Banking/Finance,873000.0,0,0,Education Loan,2690000.0,120,10.45
APP000451,2025-04-10,Female,21,Bachelor,Married,2,Living with Parents,14,Jaipur,Self-Employed,IT/Software,817000.0,3,1,Home Loan,1687000.0,300,7.54
APP000452,2025-09-21,Male,29,Bachelor,Divorced,1,Rented,5,Kolkata,Self-Employed,IT/Software,1037000.0,5,5,Personal Loan,2651000.0,12,10.58
APP000453,2025-08-07,Male,39,Master,Married,1,Owned,3,Other,Salaried,Manufacturing,554000.0,7,2,Personal Loan,588000.0,24,15.39
APP000454,2025-11-16,Female,42,Bachelor,Married,0,Rented,20,Kolkata,Business Owner,IT/Software,1241000.0,5,2,Education Loan,2098000.0,120,8.23
APP000455,2025-08-18,Male,56,Bachelor,Married,1,Mortgaged,2,Pune,Salaried,Government,589000.0,16,4,Personal Loan,322000.0,36,16.41
APP000456,2025-07-12,Male,44,Master,Single,2,Rented,1,Mumbai,Salaried,Education,401000.0,0,0,Personal Loan,520000.0,24,13.5
APP000457,2025-02-05,Male,34,Bachelor,Married,0,Living with Parents,2,Delhi,Self-Employed,Real Estate,1220000.0,14,10,Personal Loan,2651000.0,36,10.87
APP000458,2025-01-26,Male,26,Master,Married,0,Mortgaged,6,Ahmedabad,Salaried,Retail,527000.0,7,0,Auto Loan,1682000.0,60,11.17
APP000459,2025-09-28,Male,29,Bachelor,Married,0,Owned,2,Other,Salaried,IT/Software,486000.0,16,12,Education Loan,716000.0,60,10.67
APP000460,2025-03-10,Male,29,Bachelor,Single,2,Mortgaged,0,Kolkata,Self-Employed,Banking/Finance,571000.0,1,1,Personal Loan,652000.0,60,14.33
APP000461,2025-03-28,Male,41,Bachelor,Single,1,Living with Parents,5,Hyderabad,Salaried,Healthcare,177000.0,1,1,Auto Loan,670000.0,36,11.89
APP000462,2025-09-03,Female,37,Other,Single,1,Rented,1,Delhi,Salaried,Manufacturing,412000.0,34,1,Home Loan,3134000.0,120,8.91
APP000463,2025-01-06,Female,21,Bachelor,Single,3,Owned,0,Other,Self-Employed,Other,343000.0,3,3,Consumer Durable,94000.0,18,14.19
APP000464,2025-12-01,Male,30,PhD,Married,3,Owned,1,Pune,Salaried,Education,334000.0,1,1,Auto Loan,910000.0,60,9.14
APP000465,2025-07-26,Female,43,High School,Divorced,2,Owned,8,Chennai,Salaried,Banking/Finance,420000.0,9,8,Home Loan,2341000.0,360,9.05
APP000466,2025-11-05,Male,38,Bachelor,Married,1,Living with Parents,14,Jaipur,Salaried,IT/Software,604000.0,4,1,Auto Loan,2083000.0,72,11.36
APP000467,2025-05-31,Male,40,PhD,Married,2,Rented,5,Other,Self-Employed,Real Estate,565000.0,5,0,Personal Loan,417000.0,60,13.5
APP000468,2025-01-31,Female,38,Bachelor,Married,0,Rented,1,Bangalore,Salaried,Manufacturing,254000.0,0,0,Education Loan,517000.0,180,9.74
APP000469,2025-08-10,Male,51,Other,Single,1,Owned,2,Chennai,Salaried,IT/Software,185000.0,6,6,Home Loan,1148000.0,180,7.55
APP000470,2025-02-26,Female,37,High School,Single,0,Owned,1,Mumbai,Self-Employed,Government,278000.0,7,7,Home Loan,1975000.0,300,9.13
APP000471,2025-08-20,Male,31,PhD,Single,2,Rented,10,Other,Salaried,Retail,723000.0,0,0,Personal Loan,591000.0,12,11.51
APP000472,2025-12-21,Female,25,Bachelor,Married,1,Mortgaged,5,Mumbai,Self-Employed,Real Estate,431000.0,8,1,Auto Loan,1374000.0,84,9.64
APP000473,2025-07-24,Male,37,High School,Married,2,Rented,0,Other,Salaried,Education,133000.0,0,0,Personal Loan,346000.0,48,12.88
APP000474,2025-03-10,Female,21,Master,Divorced,1,Owned,2,Delhi,Salaried,Manufacturing,445000.0,0,0,Business Loan,3538000.0,48,14.43
APP000475,2025-10-06,Male,33,Bachelor,Widowed,3,Mortgaged,3,Other,Salaried,Manufacturing,310000.0,5,0,Personal Loan,346000.0,12,16.7
APP000476,2025-06-05,Female,32,High School,Married,1,Living with Parents,7,Chennai,Salaried,Manufacturing,397000.0,17,2,Education Loan,1344000.0,84,10.49
APP000477,2025-09-06,Male,21,High School,Married,1,Rented,12,Hyderabad,Salaried,IT/Software,533000.0,3,1,Personal Loan,740000.0,48,11.54
APP000478,2025-11-30,Male,25,Bachelor,Married,4,Rented,0,Mumbai,Salaried,Other,585000.0,1,1,Personal Loan,1463000.0,60,11.17
APP000479,2025-05-12,Female,43,Other,Single,0,Owned,8,Bangalore,Salaried,Other,386000.0,8,3,Credit Card,163000.0,12,33.69
APP000480,2025-04-06,Male,37,High School,Divorced,2,Rented,0,Chennai,Salaried,Banking/Finance,451000.0,5,2,Business Loan,3113000.0,60,11.36
APP000481,2025-06-02,Female,36,Bachelor,Single,0,Rented,1,Mumbai,Business Owner,Government,1460000.0,21,3,Home Loan,11204000.0,300,8.42
APP000482,2025-11-05,Female,38,High School,Married,0,Mortgaged,0,Pune,Salaried,Other,284000.0,0,0,Education Loan,1344000.0,60,9.69
APP000483,2025-08-13,Male,35,Master,Married,2,Rented,0,Ahmedabad,Salaried,IT/Software,211000.0,8,0,Home Loan,578000.0,180,7.53
APP000484,2025-11-30,Female,47,High School,Married,1,Rented,0,Mumbai,Salaried,Banking/Finance,474000.0,1,0,Consumer Durable,83000.0,6,15.31
APP000485,2025-09-27,Male,36,High School,Married,0,Rented,0,Chennai,Salaried,Manufacturing,246000.0,14,3,Credit Card,68000.0,12,41.26
APP000486,2025-12-23,Female,21,High School,Divorced,2,Owned,10,Mumbai,Salaried,Healthcare,335000.0,9,2,Business Loan,1931000.0,48,11.61
APP000487,2025-11-30,Male,51,Bachelor,Single,1,Living with Parents,1,Jaipur,Freelancer,Other,351000.0,3,1,Auto Loan,736000.0,72,8.64
APP000488,2025-04-07,Male,38,Master,Single,4,Mortgaged,3,Delhi,Self-Employed,IT/Software,662000.0,0,0,Home Loan,5162000.0,120,7.86
APP000489,2025-10-25,Female,29,Bachelor,Married,2,Rented,3,Mumbai,Salaried,Healthcare,357000.0,6,0,Personal Loan,500000.0,48,14.07
APP000490,2025-06-16,Female,22,High School,Single,1,Owned,26,Jaipur,Self-Employed,Education,899000.0,3,1,Personal Loan,2163000.0,36,14.0
APP000491,2025-10-24,Male,38,Bachelor,Married,5,Mortgaged,2,Chennai,Salaried,Government,388000.0,9,1,Personal Loan,519000.0,36,17.9
APP000492,2025-03-12,Female,33,Master,Married,2,Rented,1,Mumbai,Business Owner,IT/Software,100000.0,8,8,Education Loan,213000.0,84,8.22
APP000493,2025-04-24,Male,50,High School,Divorced,3,Mortgaged,16,Pune,Salaried,Banking/Finance,434000.0,8,2,Education Loan,985000.0,180,9.63
APP000494,2025-05-02,Male,31,High School,Married,2,Owned,4,Kolkata,Freelancer,IT/Software,380000.0,1,1,Personal Loan,288000.0,36,16.55
APP000495,2025-10-02,Male,26,High School,Divorced,1,Owned,1,Hyderabad,Self-Employed,Manufacturing,513000.0,3,0,Education Loan,2055000.0,120,9.1
APP000496,2025-02-01,Male,43,Master,Married,2,Rented,1,Bangalore,Business Owner,Manufacturing,680000.0,3,3,Personal Loan,616000.0,24,11.31
APP000497,2025-12-20,Male,44,Bachelor,Divorced,1,Rented,0,Chennai,Salaried,Education,326000.0,9,4,Home Loan,675000.0,180,8.4
APP000498,2025-07-29,Male,36,Bachelor,Single,3,Owned,4,Other,Business Owner,Real Estate,373000.0,3,2,Home Loan,1567000.0,180,9.19
APP000499,2025-08-13,Female,41,High School,Married,1,Owned,6,Hyderabad,Salaried,IT/Software,626000.0,12,4,Auto Loan,638000.0,48,10.19
APP000500,2025-09-05,Female,34,Bachelor,Widowed,2,Rented,3,Bangalore,Retired,Manufacturing,313000.0,1,0,Business Loan,703000.0,36,11.31
APP000501,2025-09-21,Female,37,Other,Married,1,Mortgaged,10,Kolkata,Salaried,Manufacturing,502000.0,25,1,Home Loan,2355000.0,180,8.47
APP000502,2025-01-31,Male,46,High School,Divorced,1,Owned,3,Mumbai,Self-Employed,Real Estate,534000.0,0,0,Home Loan,2787000.0,180,8.66
APP000503,2025-09-23,Male,41,PhD,Single,2,Rented,2,Delhi,Salaried,Manufacturing,266000.0,4,2,Personal Loan,589000.0,36,16.5
APP000504,2025-01-14,Female,33,Bachelor,Divorced,2,Rented,1,Delhi,Salaried,Banking/Finance,100000.0,5,2,Home Loan,607000.0,120,7.78
APP000505,2025-04-04,Female,48,High School,Married,0,Mortgaged,1,Pune,Salaried,Other,572000.0,3,3,Education Loan,1962000.0,120,10.14
APP000506,2025-06-04,Male,21,Bachelor,Single,2,Owned,1,Hyderabad,Salaried,Other,710000.0,4,0,Home Loan,2963000.0,300,8.28
APP000507,2025-02-16,Female,55,PhD,Single,3,Owned,24,Kolkata,Salaried,IT/Software,197000.0,9,1,Home Loan,513000.0,240,9.31
APP000508,2025-11-26,Female,21,Bachelor,Single,1,Rented,2,Chennai,Self-Employed,Government,100000.0,1,1,Education Loan,478000.0,84,8.11
APP000509,2025-10-07,Female,28,Master,Divorced,3,Owned,3,Delhi,Retired,Government,315000.0,17,10,Business Loan,2804000.0,48,14.17
APP000510,2025-07-07,Female,34,Bachelor,Married,0,Rented,1,Delhi,Self-Employed,Manufacturing,1138000.0,2,2,Personal Loan,2585000.0,24,13.09
APP000511,2025-02-01,Female,33,Bachelor,Divorced,1,Rented,0,Jaipur,Business Owner,Manufacturing,424000.0,5,2,Personal Loan,1156000.0,48,14.8
APP000512,2025-06-19,Male,45,Master,Married,0,Living with Parents,5,Mumbai,Self-Employed,IT/Software,1187000.0,3,1,Auto Loan,3671000.0,72,11.63
APP000513,2025-09-12,Female,24,PhD,Divorced,0,Rented,3,Hyderabad,Salaried,Banking/Finance,474000.0,5,0,Home Loan,3246000.0,240,9.0
APP000514,2025-06-09,Female,37,Bachelor,Married,0,Owned,0,Delhi,Business Owner,Banking/Finance,100000.0,7,0,Education Loan,447000.0,60,8.73
APP000515,2025-12-18,Male,29,Bachelor,Single,2,Rented,10,Delhi,Salaried,IT/Software,573000.0,4,1,Home Loan,3603000.0,180,8.48
APP000516,2025-08-17,Male,37,High School,Single,2,Mortgaged,3,Mumbai,Salaried,Education,363000.0,0,0,Home Loan,2174000.0,120,8.95
APP000517,2025-08-27,Male,34,Bachelor,Widowed,3,Mortgaged,2,Other,Salaried,IT/Software,381000.0,2,2,Education Loan,1623000.0,60,10.47
APP000518,2025-07-11,Female,35,Bachelor,Married,1,Living with Parents,7,Mumbai,Self-Employed,IT/Software,519000.0,9,1,Business Loan,4063000.0,60,15.03
APP000519,2025-08-01,Female,29,High School,Single,3,Mortgaged,0,Mumbai,Salaried,IT/Software,412000.0,5,1,Education Loan,416000.0,180,10.03
APP000520,2025-03-30,Male,29,Bachelor,Single,1,Owned,3,Bangalore,Business Owner,Retail,373000.0,8,2,Credit Card,80000.0,12,32.18
APP000521,2025-07-30,Male,37,Bachelor,Single,1,Owned,3,Chennai,Salaried,IT/Software,225000.0,13,3,Consumer Durable,34000.0,6,15.87
APP000522,2025-04-23,Male,44,Other,Divorced,2,Rented,7,Other,Self-Employed,IT/Software,781000.0,3,0,Business Loan,4808000.0,120,12.39
APP000523,2025-03-14,Female,29,Bachelor,Married,1,Mortgaged,2,Delhi,Salaried,Other,217000.0,2,0,Auto Loan,714000.0,72,9.57
APP000524,2025-08-28,Female,26,Bachelor,Married,1,Owned,9,Kolkata,Salaried,Banking/Finance,239000.0,0,0,Home Loan,1162000.0,240,8.53
APP000525,2025-10-24,Female,41,Other,Divorced,2,Owned,5,Pune,Salaried,Education,103000.0,1,1,Credit Card,44000.0,12,40.41
APP000526,2025-07-15,Male,34,High School,Married,0,Living with Parents,7,Chennai,Salaried,Other,541000.0,3,0,Personal Loan,1406000.0,60,17.83
APP000527,2025-09-13,Male,43,Bachelor,Married,1,Living with Parents,17,Delhi,Business Owner,IT/Software,1988000.0,0,0,Personal Loan,3776000.0,48,11.55
APP000528,2025-04-21,Male,25,Bachelor,Married,0,Owned,9,Delhi,Salaried,Healthcare,199000.0,0,0,Auto Loan,756000.0,36,8.84
