applicant_id,credit_score,num_credit_accounts,num_active_accounts,credit_history_months,num_delinquent_accounts,max_dpd_last_12m,num_enquiries_6m,num_enquiries_12m,total_outstanding_debt,secured_loan_percentage,num_written_off_accounts,num_settled_accounts
APP002722,751,7,1,28,0,0,0,0,98800.0,51.9,0,0
APP002723,833,5,2,44,0,0,4,7,16400.0,77.1,0,0
APP002724,606,1,1,253,0,0,1,2,2073100.0,98.4,0,0
APP002725,774,5,0,200,2,60,1,3,134700.0,91.9,0,0
APP002726,587,1,1,54,0,0,2,3,175700.0,30.1,0,0
APP002727,616,1,1,33,0,0,1,2,389300.0,16.4,0,0
APP002728,868,4,0,20,0,0,4,5,140200.0,17.0,0,0
APP002729,717,1,1,32,0,0,2,3,19800.0,76.7,0,0
APP002730,760,4,4,88,2,120,2,2,34700.0,81.1,1,0
APP002731,605,4,2,120,1,30,3,5,405000.0,20.6,0,0
APP002732,798,4,2,107,0,0,3,5,740000.0,71.4,0,0
APP002733,751,3,3,178,0,0,2,3,432400.0,99.0,0,0
APP002734,671,5,0,4,0,0,1,5,647600.0,46.3,0,0
APP002735,709,4,0,27,1,30,0,2,370800.0,28.2,0,0
APP002736,818,3,2,18,0,0,3,6,146100.0,2.4,0,0
APP002737,863,1,0,75,0,0,5,6,168100.0,6.9,0,0
APP002738,704,4,3,90,0,0,3,4,1372500.0,73.9,0,0
APP002739,733,6,1,54,2,30,0,4,709100.0,43.1,0,0
APP002740,690,3,3,43,0,0,4,6,299600.0,16.7,3,0
APP002741,744,3,3,25,0,0,4,5,1210900.0,46.4,0,1
APP002742,551,4,1,41,1,30,6,9,123200.0,91.2,0,0
APP002743,618,4,2,6,0,0,1,2,21400.0,30.5,0,0
APP002744,650,3,3,60,0,0,1,3,85400.0,30.6,0,0
APP002745,664,4,4,24,0,0,4,5,934500.0,22.3,2,0
APP002746,728,1,1,187,0,0,3,5,64200.0,79.1,0,0
APP002747,753,0,0,4,3,60,2,6,389700.0,16.3,0,1
APP002748,683,4,4,52,0,0,3,8,962000.0,80.8,0,0
APP002749,678,2,2,119,0,0,1,1,319200.0,73.6,0,0
APP002750,717,2,1,127,1,120,2,5,624900.0,1.0,0,0
APP002751,619,8,3,157,0,0,1,1,36400.0,83.0,0,0
APP002752,532,5,4,31,0,0,7,11,841800.0,97.3,0,0
APP002753,737,1,1,6,0,0,2,3,434300.0,93.1,0,0
APP002754,718,4,2,140,0,0,1,4,566900.0,26.8,0,0
APP002755,686,0,0,38,0,0,1,3,712100.0,82.8,0,0
APP002756,804,1,1,50,0,0,4,6,249900.0,82.3,0,0
APP002757,668,2,2,57,2,30,1,4,141500.0,96.7,0,0
APP002758,791,3,2,4,1,60,1,3,1511200.0,98.1,0,0
APP002759,718,1,1,138,0,0,3,3,324700.0,44.5,0,0
APP002760,588,0,0,43,0,0,3,5,244500.0,1.2,0,0
APP002761,609,3,3,35,0,0,1,3,247800.0,25.0,0,0
APP002762,710,4,4,58,1,30,2,5,2734500.0,56.9,0,0
APP002763,716,3,2,23,2,30,6,6,1846400.0,1.7,0,0
APP002764,868,3,1,25,0,0,2,2,394100.0,84.2,0,0
APP002765,749,4,2,49,0,0,1,3,122300.0,89.8,0,0
APP002766,766,2,0,202,0,0,1,4,600500.0,58.0,1,1
APP002767,749,4,0,34,0,0,0,0,293800.0,41.4,0,0
APP002768,750,7,2,87,0,0,0,3,552500.0,48.2,0,1
APP002769,633,3,1,32,4,30,1,3,151300.0,67.6,0,0
APP002770,860,4,4,155,0,0,2,3,842000.0,57.2,0,0
APP002771,656,6,1,67,0,0,3,4,491900.0,37.1,0,0
APP002772,707,4,3,24,0,0,1,3,502300.0,52.1,0,0
APP002773,576,2,1,69,2,30,1,3,133400.0,84.9,0,0
APP002774,789,4,4,9,1,60,3,3,69600.0,79.3,0,0
APP002775,703,2,1,136,1,30,1,4,21700.0,43.8,0,0
APP002776,606,4,4,32,2,90,2,5,64900.0,93.2,0,0
APP002777,722,2,2,109,2,90,2,3,614800.0,87.2,1,0
APP002778,752,2,2,73,0,0,6,9,335000.0,26.1,0,0
APP002779,812,3,3,19,0,0,1,5,34400.0,62.7,0,0
APP002780,588,4,1,8,0,0,2,4,133000.0,69.9,3,0
APP002781,615,1,1,14,0,0,0,1,341100.0,83.0,0,0
APP002782,747,3,2,34,3,60,0,2,1525000.0,18.8,0,0
APP002783,630,0,0,40,4,90,5,6,1205400.0,6.1,0,0
APP002784,718,2,2,8,0,0,3,4,148900.0,42.1,0,0
APP002785,742,7,0,16,1,60,1,3,19000.0,57.8,0,0
APP002786,713,3,0,54,0,0,2,2,207800.0,94.4,0,0
APP002787,776,2,1,17,0,0,1,2,442200.0,24.5,0,0
APP002788,693,4,1,119,2,60,2,3,375700.0,40.7,1,0
APP002789,817,1,1,7,1,30,2,4,91400.0,86.1,1,0
APP002790,727,3,2,13,0,0,1,4,534900.0,84.7,0,0
APP002791,755,1,1,33,1,60,3,6,2042500.0,63.2,1,0
APP002792,608,5,4,133,5,60,5,6,242000.0,14.3,0,1
APP002793,807,4,1,9,0,0,2,2,236300.0,40.7,0,0
APP002794,783,1,1,30,0,0,2,4,259100.0,54.4,1,0
APP002795,642,5,4,10,0,0,2,5,941500.0,55.8,2,0
APP002796,828,2,0,202,0,0,4,5,50600.0,33.1,0,0
APP002797,625,4,1,50,1,30,0,3,612200.0,86.5,0,0
APP002798,864,6,3,55,0,0,1,2,223600.0,98.0,0,0
APP002799,769,6,0,76,2,120,3,6,947800.0,54.9,1,0
APP002800,628,2,2,22,0,0,2,3,638000.0,63.0,1,0
APP002801,739,2,1,44,4,90,3,5,364300.0,35.1,0,0
APP002802,674,2,2,36,0,0,3,5,468300.0,88.0,0,0
APP002803,711,2,2,29,1,30,5,6,996200.0,97.0,0,0
APP002804,761,4,4,41,1,30,2,3,186600.0,74.6,0,0
APP002805,723,3,2,329,0,0,3,5,317700.0,51.8,0,0
APP002806,618,4,0,19,0,0,1,3,465500.0,9.6,0,0
APP002807,724,2,0,130,1,60,2,5,79900.0,78.8,0,0
APP002808,681,3,3,87,0,0,2,3,1184400.0,39.0,0,0
APP002809,690,5,2,5,0,0,2,5,1937900.0,48.1,1,0
APP002810,581,5,3,130,0,0,0,1,151300.0,6.0,0,0
APP002811,734,3,2,141,0,0,1,3,663400.0,87.4,0,0
APP002812,667,8,2,33,0,0,2,3,343700.0,57.7,0,0
APP002813,652,4,0,32,0,0,0,0,469200.0,55.9,0,0
APP002814,685,2,1,144,0,0,2,5,365600.0,5.2,2,0
APP002815,648,3,0,81,2,30,4,5,1199600.0,45.9,0,0
APP002816,745,2,1,14,0,0,1,5,742900.0,77.0,0,0
APP002817,740,2,2,126,0,0,1,2,145900.0,8.8,0,0
APP002818,603,2,0,84,0,0,2,3,1042500.0,44.9,0,0
APP002819,745,4,3,31,0,0,0,3,253800.0,35.7,0,0
APP002820,698,2,2,7,1,30,2,5,779500.0,10.0,0,0
APP002821,745,3,0,37,0,0,1,2,619600.0,45.0,1,0
APP002822,739,4,1,126,3,60,1,3,514800.0,15.9,0,0
APP002823,696,4,2,66,0,0,2,3,128200.0,5.4,0,0
APP002824,773,2,2,118,0,0,0,3,322100.0,37.3,0,0
APP002825,689,2,2,59,0,0,1,5,85300.0,7.9,0,0
APP002826,779,5,1,67,0,0,1,8,1051000.0,23.0,0,0
APP002827,900,2,2,82,0,0,1,3,236300.0,54.6,0,0
APP002828,791,5,3,12,2,90,4,6,129000.0,10.4,0,0
APP002829,607,1,1,0,2,30,1,1,27200.0,80.5,0,0
APP002830,535,9,0,9,5,90,2,2,397800.0,84.1,0,0
APP002831,792,4,3,111,1,30,3,5,39000.0,32.8,0,0
APP002832,544,2,1,67,0,0,0,9,134400.0,78.5,0,0
APP002833,815,2,2,3,0,0,0,3,537900.0,79.4,0,0
APP002834,840,3,0,45,0,0,4,6,108800.0,11.1,0,0
APP002835,653,4,0,33,0,0,5,8,397300.0,19.3,1,1
APP002836,841,7,1,13,0,0,2,3,365200.0,88.0,3,0
APP002837,668,3,3,113,0,0,2,2,480100.0,58.6,0,0
APP002838,556,1,1,37,0,0,1,5,74500.0,51.7,0,2
APP002839,679,2,2,34,2,30,1,2,2138500.0,10.8,0,0
APP002840,603,6,0,22,1,30,0,2,19000.0,87.1,0,0
APP002841,607,3,1,24,1,60,2,6,821400.0,51.3,0,0
APP002842,726,4,1,32,5,30,1,2,51900.0,84.9,0,2
APP002843,665,2,2,62,0,0,1,1,168700.0,69.7,0,0
APP002844,629,4,0,90,1,30,4,7,52900.0,65.6,0,0
APP002845,675,3,1,12,1,120,2,3,451600.0,51.8,1,0
APP002846,900,5,2,33,3,60,1,1,751000.0,95.3,0,0
APP002847,712,4,4,252,0,0,0,2,1142800.0,95.2,1,0
APP002848,769,2,2,99,0,0,4,5,325400.0,67.6,0,1
APP002849,681,2,2,30,0,0,1,2,3037500.0,1.0,0,0
APP002850,612,2,2,41,0,0,1,3,437200.0,60.5,0,0
APP002851,666,3,2,360,4,30,2,3,147100.0,70.2,1,0
APP002852,721,4,4,38,5,120,1,4,632800.0,45.9,0,0
APP002853,705,1,1,20,0,0,1,3,58500.0,54.1,0,0
APP002854,828,0,0,7,0,0,3,5,71800.0,95.3,1,0
APP002855,798,0,0,55,3,30,0,1,405700.0,51.4,1,0
APP002856,726,2,2,44,0,0,3,4,1701500.0,77.2,0,0
APP002857,631,5,1,77,0,0,2,4,173200.0,97.3,1,0
APP002858,843,7,5,14,0,0,4,7,844700.0,16.1,1,0
APP002859,691,2,0,47,0,0,0,1,376900.0,98.5,0,0
APP002860,669,4,3,27,1,90,2,3,197100.0,68.0,0,2
APP002861,710,3,2,83,0,0,1,3,221400.0,76.9,0,0
APP002862,599,3,3,15,3,90,0,1,190300.0,9.3,1,0
APP002863,720,1,1,58,4,60,2,6,987100.0,42.8,1,0
APP002864,638,3,1,54,0,0,2,5,559800.0,24.8,0,0
APP002865,597,2,1,17,4,30,5,7,1441000.0,79.8,0,0
APP002866,598,5,0,25,0,0,1,2,1766100.0,84.8,0,0
APP002867,754,3,0,4,1,30,1,3,729400.0,62.5,0,0
APP002868,745,3,2,83,0,0,0,0,1402100.0,1.3,0,0
APP002869,701,5,1,41,3,90,2,4,707800.0,4.5,0,0
APP002870,867,4,2,119,1,30,3,6,697300.0,80.0,0,0
APP002871,717,1,1,311,1,60,1,1,635700.0,24.3,0,0
APP002872,755,0,0,125,1,60,2,3,286600.0,44.2,1,0
APP002873,679,4,2,12,2,30,1,3,149700.0,32.7,0,0
APP002874,700,3,0,65,1,30,4,7,112700.0,65.4,0,0
APP002875,590,6,2,183,0,0,0,2,15400.0,73.3,0,0
APP002876,848,2,2,23,0,0,0,1,385000.0,2.7,0,1
APP002877,692,4,4,24,0,0,1,5,787900.0,86.9,0,0
APP002878,580,4,2,19,1,30,2,3,515100.0,60.5,0,0
APP002879,677,3,1,103,0,0,4,5,122700.0,41.1,0,0
APP002880,773,1,1,41,4,90,1,5,678000.0,89.4,0,0
APP002881,749,0,0,13,0,0,2,2,964900.0,62.8,0,0
APP002882,767,4,3,86,0,0,3,4,932600.0,80.6,0,0
APP002883,758,5,3,15,1,90,4,6,1118000.0,97.0,0,0
APP002884,661,2,2,67,0,0,2,5,1421000.0,28.7,0,0
APP002885,753,1,1,56,0,0,2,3,350700.0,9.5,0,0
APP002886,549,1,1,46,0,0,4,5,1337200.0,87.5,0,0
APP002887,780,7,2,59,2,60,2,5,1225700.0,72.0,0,0
APP002888,682,4,4,20,1,30,3,4,50300.0,52.9,1,0
APP002889,625,3,2,9,1,30,4,5,719400.0,54.0,0,1
APP002890,708,3,3,13,4,30,4,6,381300.0,19.2,0,0
APP002891,686,3,2,2,3,90,1,3,376600.0,14.7,0,0
APP002892,879,3,1,87,0,0,1,1,369800.0,49.0,0,0
APP002893,677,2,2,41,0,0,2,6,125600.0,87.7,0,0
APP002894,594,2,2,59,0,0,2,5,452600.0,65.8,0,0
APP002895,638,4,0,126,0,0,3,5,17500.0,59.7,0,0
APP002896,578,3,2,15,0,0,0,2,328200.0,57.0,0,1
APP002897,705,1,1,134,0,0,5,7,544300.0,37.1,2,0
APP002898,830,2,2,11,4,90,0,1,24000.0,48.2,0,0
APP002899,706,2,2,23,0,0,4,6,182600.0,87.5,0,0
APP002900,639,1,1,34,0,0,3,5,311000.0,56.6,1,1
APP002901,722,2,1,27,0,0,0,1,914500.0,71.9,0,0
APP002902,686,2,2,46,1,60,0,3,202300.0,9.7,0,0
APP002903,627,6,4,10,5,30,0,3,776200.0,39.2,0,0
APP002904,654,5,1,11,1,90,1,3,1434500.0,22.1,1,0
APP002905,760,3,2,46,0,0,0,5,722600.0,96.3,0,0
APP002906,828,3,2,53,0,0,1,6,452100.0,40.4,0,0
APP002907,753,4,0,126,0,0,1,3,9300.0,73.0,0,0
APP002908,687,2,0,2,2,30,3,5,2079800.0,31.4,0,0
APP002909,749,3,1,3,0,0,4,4,57900.0,44.0,0,0
APP002910,642,2,2,18,0,0,2,7,130500.0,58.4,0,0
APP002911,697,2,2,0,2,60,1,3,590600.0,32.2,0,0
APP002912,663,5,3,33,0,0,2,4,294300.0,48.6,0,0
APP002913,715,4,2,154,1,90,5,6,1149200.0,96.4,0,0
APP002914,839,3,2,74,1,180,3,4,296200.0,95.4,0,0
APP002915,856,8,0,73,1,30,2,3,548700.0,4.2,0,0
APP002916,801,3,3,47,0,0,1,1,1432800.0,7.7,0,0
APP002917,708,5,2,220,0,0,2,3,45600.0,12.3,0,0
APP002918,602,2,2,24,1,90,6,6,577500.0,51.5,0,1
APP002919,733,5,3,35,3,90,0,0,79400.0,65.1,0,0
APP002920,614,3,2,4,0,0,3,7,534100.0,13.9,0,0
APP002921,692,2,1,30,3,120,2,3,173600.0,81.1,0,0
APP002922,742,2,2,69,0,0,2,5,102500.0,27.4,0,0
APP002923,741,4,3,55,1,90,1,4,282200.0,32.4,0,2
APP002924,683,3,2,7,0,0,1,2,81700.0,30.1,0,0
APP002925,703,5,3,30,0,0,1,2,906900.0,18.4,0,0
APP002926,865,3,3,171,0,0,5,7,476500.0,95.8,0,0
APP002927,692,1,1,5,1,120,2,7,442500.0,65.0,0,0
APP002928,781,4,0,59,0,0,1,2,364500.0,51.3,3,0
APP002929,721,3,2,90,0,0,3,5,595500.0,67.0,0,0
APP002930,711,3,2,71,0,0,0,2,1744200.0,43.7,3,0
APP002931,673,3,1,72,2,120,2,5,1071400.0,65.7,1,0
APP002932,625,1,0,58,0,0,0,3,324000.0,27.8,0,0
APP002933,636,3,1,65,3,30,1,3,764900.0,73.4,1,0
APP002934,734,4,2,251,0,0,2,5,319000.0,62.1,0,0
APP002935,812,6,0,11,0,0,3,6,999500.0,26.0,0,0
APP002936,573,6,0,360,0,0,2,3,677100.0,51.8,0,0
APP002937,795,4,1,63,1,120,1,2,172500.0,92.6,0,0
APP002938,637,3,3,3,0,0,2,5,45500.0,80.0,0,0
APP002939,613,0,0,25,0,0,2,3,23700.0,14.4,2,0
APP002940,767,6,1,118,1,90,3,5,883000.0,49.8,0,0
APP002941,646,4,0,37,2,120,2,2,502100.0,32.5,0,0
APP002942,793,6,3,36,1,90,1,3,379200.0,67.6,0,0
APP002943,714,4,1,4,1,90,2,5,1407400.0,37.5,0,0
APP002944,827,5,3,14,0,0,2,3,769000.0,28.4,0,0
APP002945,586,1,1,33,0,0,1,2,327000.0,6.2,2,0
APP002946,713,4,1,27,0,0,4,6,173200.0,48.9,0,0
APP002947,587,4,4,94,2,60,3,6,74800.0,42.5,0,0
APP002948,615,4,3,24,0,0,1,2,39800.0,43.0,0,0
APP002949,688,1,1,67,3,30,3,4,82800.0,19.7,0,0
APP002950,735,4,1,98,0,0,2,5,87000.0,92.8,0,0
APP002951,647,1,1,4,3,60,0,3,905700.0,54.8,0,0
APP002952,658,4,1,111,2,90,1,5,601800.0,19.8,0,0
APP002953,616,4,4,7,0,0,4,4,919800.0,0.7,0,0
APP002954,706,3,1,62,2,60,3,5,174400.0,69.8,1,0
APP002955,702,3,0,35,0,0,4,7,46000.0,73.6,0,0
APP002956,663,3,0,4,1,30,1,1,165500.0,97.5,0,0
APP002957,558,3,1,33,1,30,3,4,820200.0,69.1,0,0
APP002958,807,3,0,20,2,60,2,4,33900.0,36.4,1,0
APP002959,784,4,4,57,0,0,0,0,258400.0,16.0,0,0
APP002960,685,1,0,8,5,60,3,4,768300.0,60.6,0,0
APP002961,685,1,1,156,0,0,2,4,507700.0,11.4,0,0
APP002962,846,2,2,3,0,0,2,3,153600.0,2.6,0,0
APP002963,552,8,1,21,0,0,2,2,38200.0,66.4,0,0
APP002964,799,2,2,6,1,30,0,2,397200.0,14.5,0,1
APP002965,669,3,3,12,0,0,1,7,1047700.0,29.3,0,0
APP002966,593,3,3,7,0,0,0,3,1251400.0,11.6,0,0
APP002967,703,1,0,21,1,60,0,2,493700.0,8.2,0,1
APP002968,673,6,4,110,1,90,3,3,942100.0,71.0,0,0
APP002969,698,7,1,56,1,30,1,3,1503000.0,98.1,0,0
APP002970,650,3,2,17,0,0,1,2,323000.0,1.9,0,0
APP002971,785,2,1,10,0,0,3,4,15800.0,77.0,0,0
APP002972,591,3,3,2,0,0,0,5,1019500.0,74.2,0,0
APP002973,591,3,3,42,0,0,0,3,579700.0,12.4,0,1
APP002974,638,3,3,234,0,0,2,3,2328400.0,54.8,0,1
APP002975,687,0,0,11,1,30,5,5,1245100.0,41.4,2,0
APP002976,661,3,2,0,0,0,2,2,623000.0,20.6,0,0
APP002977,678,5,4,66,2,60,1,2,60600.0,13.3,0,1
APP002978,693,2,2,24,0,0,4,6,687400.0,75.2,1,0
APP002979,585,0,0,13,0,0,1,3,257500.0,97.6,0,0
APP002980,716,4,0,20,0,0,3,7,2380600.0,99.9,0,0
APP002981,686,3,2,54,3,30,1,2,182000.0,73.5,0,0
APP002982,591,4,1,71,0,0,1,4,532200.0,78.2,2,0
APP002983,659,6,1,32,0,0,3,6,1442600.0,19.1,0,0
APP002984,712,4,2,43,2,90,3,3,384800.0,67.7,0,0
APP002985,656,5,2,3,1,90,2,3,324500.0,1.6,0,0
APP002986,516,4,3,63,0,0,4,5,1553600.0,87.9,1,0
APP002987,680,2,2,142,5,60,7,8,423400.0,97.9,0,0
APP002988,540,6,2,18,3,30,1,1,104000.0,15.9,0,0
APP002989,603,4,3,2,5,60,0,2,242100.0,27.7,0,0
APP002990,745,3,1,171,0,0,3,3,626100.0,59.0,0,0
APP002991,641,3,2,8,0,0,2,4,205400.0,66.8,0,1
APP002992,696,4,2,77,0,0,2,7,813600.0,49.1,0,0
APP002993,665,4,4,160,1,90,2,8,258100.0,28.1,0,0
APP002994,739,5,0,9,1,30,3,4,690600.0,55.0,0,0
APP002995,569,2,2,0,0,0,2,2,235800.0,49.8,0,0
APP002996,649,5,4,6,1,30,2,2,650800.0,2.2,0,0
APP002997,778,8,2,14,0,0,3,7,818000.0,39.9,0,1
APP002998,748,2,2,138,1,30,1,2,1367900.0,40.3,1,0
APP002999,744,0,0,64,3,60,2,2,389300.0,56.8,0,0
APP003000,790,3,2,72,0,0,1,5,1251500.0,90.8,0,0
APP003001,641,2,2,2,0,0,1,3,315100.0,59.4,0,0
APP003002,687,1,0,42,1,30,5,5,519900.0,44.3,0,0
APP003003,782,2,2,77,5,60,1,3,1238400.0,23.2,0,0
APP003004,669,4,1,1,0,0,0,2,126300.0,8.7,1,0
APP003005,630,0,0,24,0,0,2,5,194400.0,3.0,1,0
APP003006,702,4,1,48,0,0,0,2,173600.0,67.2,0,0
APP003007,637,5,3,41,0,0,4,6,35400.0,55.4,0,0
APP003008,547,2,2,60,0,0,1,4,538200.0,23.2,0,0
APP003009,673,2,1,91,1,120,1,3,697200.0,37.0,0,0
APP003010,679,0,0,142,0,0,0,4,296100.0,1.5,0,0
APP003011,821,4,3,66,2,90,3,4,1783400.0,35.2,0,0
APP003012,726,5,5,35,4,30,1,5,105400.0,74.0,0,0
APP003013,688,0,0,94,0,0,2,2,584400.0,38.6,2,0
APP003014,695,2,2,140,0,0,3,5,10800.0,83.6,0,0
APP003015,745,4,2,175,0,0,1,5,118500.0,68.6,0,0
APP003016,772,5,4,30,0,0,1,3,156000.0,22.5,0,1
APP003017,677,5,3,101,1,90,1,1,356900.0,35.1,0,0
APP003018,876,0,0,47,1,30,2,3,272900.0,72.3,0,0
APP003019,811,6,4,70,0,0,1,5,787400.0,98.4,0,0
APP003020,542,3,0,30,0,0,2,8,273100.0,77.0,0,0
APP003021,725,3,1,27,1,180,1,3,1304000.0,6.8,0,0
APP003022,648,3,3,33,1,120,2,8,630900.0,35.1,0,0
APP003023,699,4,1,49,0,0,1,2,387600.0,87.6,0,0
APP003024,607,4,0,9,3,90,5,10,483700.0,88.3,0,0
APP003025,601,6,0,49,1,180,4,7,1102500.0,91.5,0,0
APP003026,709,4,1,38,0,0,4,5,234500.0,24.6,0,0
APP003027,676,7,3,70,0,0,2,6,617700.0,31.2,0,0
APP003028,772,3,0,16,0,0,3,8,265200.0,28.2,0,0
APP003029,633,4,3,162,0,0,1,5,376800.0,76.6,2,0
APP003030,673,4,0,10,0,0,2,4,83800.0,63.2,0,0
APP003031,714,4,2,17,0,0,5,6,279200.0,59.2,3,0
APP003032,647,1,1,6,0,0,3,6,702100.0,72.6,0,2
APP003033,476,3,1,3,4,120,2,6,134300.0,80.8,0,0
APP003034,767,4,2,77,1,30,2,6,204900.0,28.7,0,0
APP003035,660,4,1,58,3,90,2,3,1615000.0,17.9,0,0
APP003036,661,4,3,87,1,30,0,2,190100.0,42.7,0,0
APP003037,664,0,0,97,2,30,0,4,535700.0,99.0,0,0
APP003038,704,3,0,81,2,60,1,2,32800.0,79.4,0,0
APP003039,653,5,1,25,1,60,2,4,564600.0,56.5,1,0
APP003040,762,1,1,12,4,60,0,3,133100.0,26.9,0,0
APP003041,606,4,3,41,0,0,3,5,118800.0,10.1,0,0
APP003042,582,4,1,40,1,30,2,6,1114500.0,75.4,0,0
APP003043,574,2,2,60,0,0,3,4,122900.0,10.4,1,0
APP003044,702,6,2,24,1,30,2,3,595900.0,32.6,0,0
APP003045,727,3,1,7,0,0,2,3,92700.0,75.0,0,0
APP003046,570,1,0,32,0,0,3,6,153600.0,29.4,0,0
APP003047,682,2,1,10,1,60,2,4,142700.0,11.7,1,0
APP003048,700,4,4,58,5,60,2,4,378200.0,13.4,2,0
APP003049,551,2,2,7,1,120,2,2,152100.0,4.6,0,2
APP003050,594,5,2,141,0,0,4,7,382500.0,37.3,0,0
APP003051,734,5,1,132,1,60,4,4,1026800.0,87.3,0,0
APP003052,757,1,1,7,3,60,1,3,238000.0,66.4,0,2
APP003053,857,5,1,131,1,60,1,4,291700.0,3.0,0,0
APP003054,827,1,0,13,1,30,3,4,90500.0,32.0,0,0
APP003055,726,3,0,29,2,30,7,8,45100.0,87.8,1,0
APP003056,738,6,4,182,0,0,1,3,2633400.0,6.2,0,0
APP003057,699,0,0,160,2,90,2,5,183400.0,58.1,0,0
APP003058,742,2,2,200,0,0,3,6,490400.0,68.7,0,0
APP003059,665,3,1,120,0,0,4,8,1768600.0,76.5,0,0
APP003060,750,3,2,9,0,0,1,2,1106800.0,82.1,0,0
APP003061,678,3,2,87,1,60,3,5,1033800.0,85.8,0,0
APP003062,739,2,2,28,0,0,1,1,9300.0,96.6,0,0
APP003063,886,4,3,48,2,30,0,2,1233200.0,63.0,0,0
APP003064,751,3,2,47,0,0,3,3,132200.0,31.9,0,0
APP003065,718,3,3,34,1,120,0,4,1353100.0,46.2,0,0
APP003066,550,4,0,166,0,0,2,5,2074900.0,57.0,0,0
APP003067,807,3,2,0,0,0,0,3,292200.0,20.1,0,0
APP003068,735,2,2,9,1,90,4,6,201000.0,94.3,2,0
APP003069,598,4,2,89,3,60,3,4,64300.0,43.9,1,0
APP003070,658,2,2,96,2,120,0,2,79100.0,40.5,0,0
APP003071,722,4,0,13,0,0,1,2,553800.0,62.7,0,0
APP003072,591,3,2,90,1,90,2,4,1235000.0,84.8,0,0
APP003073,625,2,2,22,2,90,1,3,1131200.0,97.1,0,0
APP003074,806,2,0,63,0,0,2,2,527900.0,46.0,0,0
APP003075,799,4,1,20,1,30,0,1,470400.0,69.4,0,0
APP003076,829,4,2,66,1,30,1,1,481900.0,0.1,0,1
APP003077,737,2,2,109,0,0,4,9,154600.0,18.0,0,0
APP003078,671,2,1,54,0,0,2,5,4300.0,99.7,0,0
APP003079,580,1,1,11,0,0,3,4,394400.0,11.8,0,0
APP003080,710,2,2,6,0,0,2,4,228400.0,64.2,0,0
APP003081,676,5,5,30,0,0,4,7,524600.0,60.3,0,0
APP003082,665,6,4,146,0,0,2,5,1786800.0,64.0,0,0
APP003083,715,8,2,76,1,60,1,2,201900.0,55.3,0,1
APP003084,664,1,1,69,0,0,3,5,253400.0,63.8,0,0
APP003085,794,4,4,191,2,30,0,2,422800.0,1.7,0,1
APP003086,619,4,4,39,2,180,0,0,581000.0,26.8,0,0
APP003087,660,4,1,115,0,0,4,4,579400.0,96.2,0,0
APP003088,748,5,1,19,0,0,2,3,18900.0,80.7,0,0
APP003089,592,1,1,38,3,60,2,3,325500.0,62.3,0,2
APP003090,817,5,2,11,1,180,4,5,593600.0,67.6,1,0
APP003091,725,6,4,25,0,0,2,5,175400.0,63.0,1,0
APP003092,677,6,2,50,0,0,1,2,185300.0,55.6,0,0
APP003093,698,6,5,45,4,90,3,4,290800.0,91.9,0,2
APP003094,716,1,1,51,0,0,2,7,89600.0,17.2,0,0
APP003095,718,2,2,2,1,30,3,3,127600.0,81.0,0,0
APP003096,761,3,0,161,5,60,4,6,933300.0,33.7,1,0
APP003097,781,3,3,5,0,0,2,7,95500.0,48.8,0,0
APP003098,646,2,2,80,1,60,3,3,843200.0,67.7,1,0
APP003099,733,3,2,5,0,0,3,6,1585800.0,57.8,0,0
APP003100,589,3,1,17,0,0,1,4,558400.0,77.8,0,0
APP003101,794,4,2,91,0,0,0,1,208400.0,41.8,0,0
APP003102,718,4,3,8,3,30,2,3,733500.0,88.0,0,0
APP003103,663,3,0,0,0,0,3,6,905000.0,33.0,0,0
APP003104,686,1,1,19,1,30,1,1,820000.0,4.5,0,0
APP003105,830,1,1,34,0,0,1,2,813600.0,26.3,0,0
APP003106,677,2,2,3,1,60,2,2,140500.0,34.5,0,0
APP003107,559,2,2,213,0,0,6,7,1035500.0,14.4,0,0
APP003108,900,2,2,16,0,0,1,2,19200.0,71.5,0,0
APP003109,691,3,1,50,0,0,1,3,366700.0,3.4,0,0
APP003110,680,2,1,41,0,0,1,3,51300.0,34.4,0,0
APP003111,671,1,1,52,0,0,3,4,137400.0,81.9,0,0
APP003112,787,0,0,7,0,0,2,4,152600.0,64.3,0,0
APP003113,757,3,2,23,0,0,1,2,468600.0,95.3,0,0
APP003114,604,1,0,43,2,30,1,2,453700.0,81.3,0,2
APP003115,625,1,1,25,2,90,4,7,555200.0,37.1,0,0
APP003116,566,4,2,116,0,0,0,3,358700.0,12.5,0,0
APP003117,696,1,0,67,3,120,4,7,468500.0,81.5,1,0
APP003118,784,5,0,17,0,0,2,2,1226900.0,54.8,0,0
APP003119,713,2,2,9,0,0,2,6,1330500.0,89.7,0,0
APP003120,747,5,2,23,0,0,1,3,1147100.0,64.6,0,0
APP003121,626,2,0,1,0,0,2,4,53700.0,53.7,1,0
APP003122,805,5,0,140,1,90,1,1,695200.0,96.9,0,0
APP003123,698,1,1,22,1,90,1,6,349200.0,97.0,0,0
APP003124,856,5,0,164,0,0,2,4,200500.0,2.6,2,0
APP003125,688,5,5,1,0,0,1,2,138900.0,54.9,0,0
APP003126,662,1,1,113,0,0,0,4,141700.0,39.5,0,0
APP003127,577,5,5,177,0,0,1,2,308100.0,6.1,0,0
