applicant_id,application_date,gender,age,education,marital_status,dependents,residence_type,years_at_current_residence,city,employment_type,industry,annual_income,years_employed,years_with_current_employer,loan_purpose,loan_amount_requested,loan_tenure_months,interest_rate,credit_score,num_credit_accounts,num_active_accounts,credit_history_months,num_delinquent_accounts,max_dpd_last_12m,num_enquiries_6m,num_enquiries_12m,total_outstanding_debt,secured_loan_percentage,num_written_off_accounts,num_settled_accounts,avg_monthly_balance,balance_volatility,avg_monthly_spending,essential_spending_pct,discretionary_spending_pct,num_bounced_checks_12m,salary_credit_regularity,num_digital_txns_monthly,cash_withdrawal_pct,min_balance_breaches_12m,emi_bounce_count_12m,debt_to_income_ratio,loan_to_income_ratio,credit_utilization,estimated_monthly_emi,emi_to_income_ratio,savings_rate,account_age_factor,default,default_probability,total_financial_obligation_ratio,disposable_income_ratio,loan_to_monthly_income,debt_per_account,unsecured_loan_percentage,income_stability_score,financial_burden_score,has_payment_delays,severe_delinquency_flag,payment_delinquency_score,spending_stability,spending_pattern_score,bounce_check_severity,payment_reliability_score,digital_txn_propensity,cash_dependency_score,account_management_score,financial_discipline_score,spend_to_income_ratio,discretionary_spend_amount,financial_stress_indicator,estimated_delinquency_6m,delinquency_trend,balance_volatility_category,balance_stability_score,credit_maturity_score,active_account_ratio,enquiry_velocity_6m,enquiry_acceleration,recent_enquiry_intensity,debt_growth_indicator,projected_total_debt,projected_dti_after_loan,rolling_risk_score_6m,credit_trend_indicator,total_past_defaults,has_past_defaults,has_writeoff,has_settlements,enquiry_rate_monthly,enquiry_rate_6m,high_enquiry_flag,credit_hungry_score,credit_score_category,credit_score_normalized,negative_events_count,credit_history_quality,delinquency_rate,bureau_default_probability,credit_mix_score,enquiry_to_account_ratio,bureau_risk_score
APP001989,2025-02-11,Male,37,Bachelor,Single,0,Rented,1,Bangalore,Business Owner,IT/Software,591000.0,5,2,Education Loan,1213000.0,84,8.18,677,0,0,60,0,0,1,3,1483600.0,68.9,0,0,174800.0,0.218,24400.0,51.6,48.4,0,76.2,41,39.8,1,0,2.51,2.052,0.301,19015.0,0.386,3.549,5.0,1,0.0757499999999999,0.8882,0.1186,24.63,0.0,31.1,0.3333,1.2101,0,0,0.0,0.821,0.6075,0,0.881,0.9762,0.398,0.9167,0.8737,0.4954,11809.6,0,0,0.0,Medium,0.7854,0.5,0.0,0.1667,-1,0.3333,0.4498,2696600.0,4.5628,0.0854,Improving,0,0,0,0,0.25,0.1667,0,0.1,Good,0.6283,0,0.6941,0.0,0.1687,0.3445,3.0,0.1961
APP001990,2025-12-28,Female,23,High School,Single,2,Mortgaged,12,Delhi,Salaried,IT/Software,267000.0,9,1,Credit Card,109000.0,12,26.21,584,3,3,4,0,0,4,6,43100.0,48.0,0,0,28700.0,0.123,16400.0,43.5,56.5,0,92.3,26,38.5,4,1,0.161,0.408,0.196,10424.0,0.468,1.29,0.3,1,0.129,0.5008,-0.2051,4.9,14366.67,52.0,0.1,0.2636,0,0,0.0,0.8905,0.5716,2,0.8615,0.963,0.385,0.6667,0.8118,0.7371,9266.0,2,0,0.0,Low,0.8776,0.0333,1.0,0.6667,2,0.6667,0.7166,152100.0,0.5697,0.1569,Stable,0,0,0,0,0.5,0.6667,0,0.4,Fair,0.4733,0,0.4633,0.0,0.2907,0.54,2.0,0.3864
APP001991,2025-10-24,Female,47,Bachelor,Married,2,Owned,30,Other,Business Owner,Healthcare,438000.0,11,11,Personal Loan,223000.0,48,11.77,771,2,2,142,2,60,3,6,17500.0,0.9,0,0,93100.0,0.053,24500.0,33.7,66.3,0,87.2,32,25.3,0,0,0.04,0.509,0.149,5847.0,0.16,2.551,11.8,1,0.0655833333333333,0.1682,0.1688,6.11,8750.0,99.1,0.9167,0.1087,1,0,1.0,0.9497,0.5208,0,0.936,0.9697,0.253,1.0,0.9593,0.6712,16243.5,1,1,0.4762,Low,0.947,1.0,1.0,0.5,0,0.5,0.9272,240500.0,0.5491,0.3759,Stable,2,1,0,0,0.5,0.5,0,0.3,Excellent,0.785,0,0.8325,100.0,0.2993,0.2045,3.0,0.2599
APP001992,2025-02-02,Male,44,High School,Married,0,Mortgaged,4,Kolkata,Retired,Healthcare,262000.0,27,0,Auto Loan,800000.0,60,8.82,690,3,1,12,0,0,0,1,51000.0,40.3,1,1,22900.0,0.05,16900.0,34.5,65.5,0,96.7,25,20.3,0,1,0.195,3.053,0.467,16537.0,0.757,1.049,1.0,0,0.2225,0.7964,-0.531,36.64,17000.0,59.7,0.0,0.4452,0,0,0.0,0.9524,0.5272,2,0.8835,0.9615,0.203,1.0,0.9391,0.774,11069.5,1,0,0.0,Low,0.95,0.1,0.3333,0.0,-1,0.0,0.9401,851000.0,3.2481,0.055,Improving,2,1,1,1,0.0833,0.0,0,0.0,Good,0.65,2,0.605,0.0,0.26,0.5015,0.3333,0.2485
APP001993,2025-09-19,Female,31,High School,Single,3,Rented,1,Bangalore,Salaried,Other,397000.0,5,2,Home Loan,890000.0,240,9.48,767,2,1,185,0,0,3,6,190700.0,97.6,0,0,97400.0,0.334,25600.0,42.2,57.8,0,70.6,28,13.9,0,0,0.48,2.242,0.772,8284.0,0.25,2.944,15.4,1,0.02,0.3465,-0.0238,26.9,95350.0,2.4,0.3333,0.4986,0,0,0.0,0.7496,0.5203,0,0.853,0.9655,0.139,1.0,0.8661,0.7738,14796.8,0,0,0.0,Medium,0.6779,1.0,0.5,0.5,0,0.5,0.8235,1080700.0,2.7222,0.1602,Stable,0,0,0,0,0.5,0.5,0,0.3,Excellent,0.7783,0,0.8292,0.0,0.1487,0.688,3.0,0.1856
APP001994,2025-09-19,Male,32,Bachelor,Widowed,1,Rented,2,Kolkata,Freelancer,Government,100000.0,0,0,Personal Loan,207000.0,48,10.64,727,5,1,35,0,0,2,2,624300.0,7.5,1,0,18200.0,1.206,7200.0,34.8,65.2,0,85.6,27,19.1,2,0,6.243,2.07,0.648,5314.0,0.638,2.184,2.9,0,0.29855,1.8863,-0.502,24.84,124860.0,92.5,0.0,2.883,0,0,0.0,0.4533,0.3796,0,0.928,0.9643,0.191,0.8333,0.7572,0.864,4694.4,0,0,0.0,Very High,0.1645,0.2917,0.2,0.3333,2,1.0,0.249,831300.0,8.313,0.4018,Stable,1,1,1,0,0.1667,0.3333,0,0.2,Good,0.7117,1,0.6542,0.0,0.2153,0.5375,0.4,0.2514
APP001995,2025-04-01,Female,33,Master,Single,3,Owned,4,Bangalore,Business Owner,Retail,198000.0,3,0,Home Loan,1007000.0,180,8.52,696,5,2,47,0,0,3,6,67300.0,7.3,0,0,31600.0,0.252,11300.0,34.7,65.3,0,86.7,24,8.2,0,2,0.34,5.086,0.833,9928.0,0.602,1.915,3.9,0,0.154989898989899,0.6697,-0.2868,61.03,13460.0,92.7,0.0,0.5665,0,0,0.0,0.7987,0.4825,4,0.7335,0.96,0.082,1.0,0.833,0.6848,7378.9,1,0,0.0,Medium,0.7532,0.3917,0.4,0.5,0,0.5,0.9374,1074300.0,5.4258,0.2156,Stable,0,0,0,0,0.5,0.5,0,0.3,Good,0.66,0,0.6483,0.0,0.196,0.5365,1.2,0.2635
APP001996,2025-08-29,Female,27,Bachelor,Married,2,Mortgaged,0,Hyderabad,Salaried,Retail,566000.0,8,1,Auto Loan,696000.0,60,11.26,597,4,3,10,0,0,0,5,607700.0,35.3,1,0,106700.0,0.484,37800.0,61.2,38.8,0,94.7,23,36.1,1,2,1.074,1.23,0.601,15223.0,0.323,2.262,0.8,0,0.2531174911660777,0.5375,-0.1244,14.76,151925.0,64.7,0.1111,0.7068,0,0,0.0,0.6739,0.6306,4,0.7735,0.9583,0.361,0.9167,0.7866,0.8014,14666.4,1,0,0.0,Medium,0.5506,0.0833,0.75,0.0,-5,0.0,0.5339,1303700.0,2.3034,0.2252,Improving,1,1,1,0,0.4167,0.0,0,0.0,Fair,0.495,1,0.5442,0.0,0.262,0.5765,1.25,0.2677
APP001997,2025-09-22,Female,30,Bachelor,Single,1,Rented,1,Delhi,Business Owner,Retail,116000.0,12,0,Auto Loan,354000.0,48,10.8,755,1,1,84,0,0,0,0,340100.0,33.9,0,0,16800.0,0.28,8700.0,46.3,53.7,0,99.8,26,11.8,1,1,2.932,3.052,0.276,9115.0,0.943,1.738,7.0,0,0.20625,1.5293,-0.843,36.62,340100.0,66.1,0.0,1.5385,0,0,0.0,0.7812,0.5585,2,0.899,0.963,0.118,0.9167,0.869,0.9,4671.9,1,0,0.0,Medium,0.7271,0.7,1.0,0.0,0,0.0,0.51,694100.0,5.9836,0.124,Stable,0,0,0,0,0.0,0.0,0,0.0,Excellent,0.7583,0,0.8192,0.0,0.0967,0.2695,0.0,0.1026
APP001998,2025-03-24,Male,32,Bachelor,Divorced,1,Mortgaged,0,Hyderabad,Salaried,IT/Software,503000.0,1,1,Home Loan,2890000.0,300,9.05,869,4,0,233,0,0,1,2,210600.0,84.0,0,0,140500.0,1.11,24800.0,34.4,65.6,1,91.0,33,28.9,1,1,0.419,5.746,0.14,24352.0,0.581,3.352,19.4,0,0.0501187872763419,0.6647,-0.1727,68.95,52650.0,16.0,0.5,0.3839,0,0,0.0,0.4739,0.383,3,0.805,0.9706,0.289,0.9167,0.7392,0.5917,16268.8,1,0,0.0,Very High,0.1959,1.0,0.0,0.1667,0,0.5,0.9321,3100600.0,6.1642,0.413,Stable,0,0,0,0,0.1667,0.1667,0,0.1,Excellent,0.9483,1,0.9342,0.0,0.0407,0.82,0.5,0.0601
APP001999,2025-01-26,Male,51,Bachelor,Married,2,Rented,4,Other,Salaried,Healthcare,110000.0,5,0,Credit Card,49000.0,12,36.33,764,4,3,60,2,120,1,3,121300.0,71.7,0,1,12900.0,0.05,7200.0,52.8,47.2,1,77.2,21,8.9,0,1,1.103,0.445,0.679,4931.0,0.538,1.407,5.0,0,0.4009393939393939,0.7585,-0.3235,5.35,30325.0,28.3,0.0,0.8063,1,1,1.2,0.9524,0.6553,3,0.736,0.9545,0.089,1.0,0.8801,0.7855,3398.4,2,1,0.4762,Low,0.95,0.5,0.75,0.1667,-1,0.3333,0.2877,170300.0,1.5482,0.395,Improving,3,1,0,1,0.25,0.1667,0,0.1,Excellent,0.7733,3,0.7066,50.0,0.3573,0.7585,0.75,0.2867
APP002000,2025-04-24,Male,44,Bachelor,Divorced,3,Rented,4,Kolkata,Business Owner,Retail,100000.0,7,0,Home Loan,222000.0,120,8.72,702,3,2,21,0,0,1,2,374800.0,65.7,2,0,14500.0,1.488,5900.0,62.6,37.4,1,99.4,32,29.7,0,1,3.748,2.22,0.312,2779.0,0.333,1.74,1.8,1,0.4389,1.0831,-0.041,26.64,124933.33,34.3,0.0,1.6927,0,0,0.0,0.4019,0.5588,3,0.847,0.9697,0.297,1.0,0.7594,0.708,2206.6,1,0,0.0,Very High,0.097,0.175,0.6667,0.1667,0,0.5,0.372,596800.0,5.968,0.5264,Stable,2,1,1,0,0.1667,0.1667,0,0.1,Good,0.67,3,0.59,0.0,0.272,0.6285,0.6667,0.279
APP002001,2025-06-24,Male,44,Bachelor,Married,2,Living with Parents,4,Pune,Business Owner,IT/Software,1057000.0,26,1,Personal Loan,2452000.0,36,13.39,746,1,1,9,0,0,2,4,495900.0,19.4,0,0,83700.0,0.371,35600.0,60.9,39.1,0,85.7,33,24.7,1,0,0.469,2.32,0.777,83079.0,0.943,0.95,0.8,0,0.02,1.037,-0.3472,27.84,495900.0,80.6,0.037,0.7036,0,0,0.0,0.7294,0.6451,0,0.9285,0.9706,0.247,0.9167,0.8652,0.4042,13919.6,0,0,0.0,Medium,0.6451,0.075,1.0,0.3333,0,0.5,0.8318,2947900.0,2.7889,0.1513,Stable,0,0,0,0,0.3333,0.3333,0,0.2,Good,0.7433,0,0.6466,0.0,0.1427,0.197,4.0,0.2174
APP002002,2025-10-03,Male,38,High School,Single,1,Living with Parents,0,Delhi,Salaried,Manufacturing,624000.0,2,2,Home Loan,4660000.0,240,8.22,745,2,2,236,1,30,0,2,48900.0,16.3,0,0,146900.0,0.246,25200.0,65.2,34.8,0,73.4,38,32.7,2,0,0.078,7.468,0.63,39619.0,0.762,2.825,19.7,0,0.0454166666666666,0.7776,-0.2466,89.62,24450.0,83.7,0.6667,0.4488,1,0,0.5,0.8026,0.6972,0,0.867,0.9744,0.327,0.8333,0.8376,0.4846,8769.6,0,1,0.9091,Medium,0.7588,1.0,1.0,0.0,-2,0.0,0.9896,4708900.0,7.5463,0.3738,Stable,1,1,0,0,0.1667,0.0,0,0.0,Good,0.7417,0,0.8708,50.0,0.18,0.2815,1.0,0.1288
APP002003,2025-10-14,Female,23,Bachelor,Married,3,Mortgaged,14,Mumbai,Salaried,Government,545000.0,0,0,Home Loan,3612000.0,180,7.61,711,3,1,172,1,60,6,8,246700.0,1.1,1,0,74900.0,0.311,38900.0,30.9,69.1,0,70.7,30,38.2,0,3,0.453,6.628,0.849,33710.0,0.742,1.649,14.3,1,0.4358493883792049,0.8328,-0.5985,79.53,82233.33,98.9,0.0,0.6585,1,0,0.6,0.7628,0.4451,6,0.5535,0.9677,0.382,1.0,0.7502,0.8565,26879.9,2,1,0.9091,Medium,0.6987,1.0,0.3333,1.0,4,0.75,0.9361,3858700.0,7.0802,0.6333,Deteriorating,2,1,1,0,0.6667,1.0,1,0.6,Good,0.685,1,0.7025,33.33,0.3993,0.3055,2.6667,0.4089
APP002004,2025-07-19,Male,34,Bachelor,Married,1,Mortgaged,3,Kolkata,Self-Employed,Manufacturing,443000.0,19,2,Personal Loan,1227000.0,48,17.14,698,2,2,9,0,0,3,7,293100.0,32.7,0,0,105500.0,0.05,22400.0,36.6,63.4,0,76.9,34,27.7,0,0,0.662,2.77,0.882,35494.0,0.961,2.858,0.8,0,0.02,1.0938,-0.5678,33.24,146550.0,67.3,0.1,0.8177,0,0,0.0,0.9524,0.5419,0,0.8845,0.9714,0.277,1.0,0.9395,0.6068,14201.6,0,0,0.0,Low,0.95,0.075,1.0,0.5,-1,0.4286,0.8072,1520100.0,3.4314,0.075,Improving,0,0,0,0,0.5833,0.5,0,0.3,Good,0.6633,0,0.5866,0.0,0.1947,0.3635,3.5,0.2814
APP002005,2025-08-03,Male,44,Bachelor,Single,0,Mortgaged,4,Hyderabad,Salaried,Government,287000.0,0,0,Auto Loan,881000.0,48,8.03,681,3,1,155,4,60,1,5,666000.0,96.5,0,0,81300.0,0.235,9900.0,36.0,64.0,0,99.0,32,7.5,0,0,2.321,3.07,0.888,21520.0,0.9,3.399,12.9,0,0.3880833333333333,1.3639,-0.3139,36.84,222000.0,3.5,0.0,1.4648,1,0,1.8,0.8097,0.4949,0,0.995,0.9697,0.075,1.0,0.9409,0.4139,6336.0,1,2,0.4878,Medium,0.7692,1.0,0.3333,0.1667,-3,0.2,0.5695,1547000.0,5.3902,0.6905,Improving,4,1,0,0,0.4167,0.1667,0,0.1,Good,0.635,0,0.7975,133.33,0.4393,0.7825,1.6667,0.3004
APP002006,2025-08-08,Female,22,Master,Single,2,Rented,3,Delhi,Salaried,Education,464000.0,1,1,Home Loan,2265000.0,300,8.15,755,1,1,51,0,0,3,4,42800.0,98.5,1,0,136900.0,0.689,26400.0,60.4,39.6,0,80.6,36,14.4,0,0,0.092,4.881,0.322,17707.0,0.458,3.541,4.2,0,0.0256999999999999,0.4764,-0.1408,58.58,42800.0,1.5,0.5,0.2708,0,0,0.0,0.5921,0.6004,0,0.903,0.973,0.144,1.0,0.8388,0.6828,10454.4,0,0,0.0,High,0.4027,0.425,1.0,0.5,2,0.75,0.9815,2307800.0,4.9737,0.2667,Stable,1,1,1,0,0.3333,0.5,0,0.3,Excellent,0.7583,1,0.6842,0.0,0.2167,0.5925,4.0,0.2631
APP002007,2025-10-23,Male,41,Bachelor,Married,2,Rented,3,Other,Salaried,Manufacturing,155000.0,4,4,Home Loan,383000.0,240,7.54,830,5,1,107,0,0,1,3,206000.0,2.8,0,0,27400.0,0.05,7100.0,67.5,32.5,1,100.0,37,13.0,1,0,1.329,2.471,0.705,3095.0,0.24,2.121,8.9,0,0.0675,0.5054,0.2103,29.65,41200.0,97.2,0.8,0.8151,0,0,0.0,0.9524,0.7582,1,0.95,0.9737,0.13,0.9167,0.9407,0.5497,2307.5,1,0,0.0,Low,0.95,0.8917,0.2,0.1667,-1,0.3333,0.6503,589000.0,3.8,0.055,Improving,0,0,0,0,0.25,0.1667,0,0.1,Excellent,0.8833,1,0.88,0.0,0.0667,0.514,0.6,0.0894
APP002008,2025-05-01,Female,58,High School,Single,3,Living with Parents,13,Hyderabad,Self-Employed,Healthcare,733000.0,0,0,Personal Loan,1275000.0,12,17.77,686,6,1,95,0,0,3,6,427800.0,18.2,0,1,139700.0,0.068,35500.0,47.9,52.1,0,92.3,33,20.1,1,0,0.584,1.739,0.282,116752.0,1.911,2.287,7.9,0,0.141862892223738,2.0281,-1.4922,20.87,71300.0,81.8,0.0,0.8915,0,0,0.0,0.9363,0.6162,0,0.9615,0.9706,0.201,0.9167,0.9405,0.5812,18495.5,0,0,0.0,Low,0.9321,0.7917,0.1667,0.5,0,0.5,0.7488,1702800.0,2.3231,0.0804,Stable,1,1,0,1,0.5,0.5,0,0.3,Good,0.6433,1,0.7,0.0,0.2627,0.591,1.0,0.2814
APP002009,2025-04-13,Male,45,Bachelor,Married,2,Mortgaged,4,Hyderabad,Salaried,Retail,316000.0,17,15,Home Loan,1797000.0,360,8.6,721,3,2,55,0,0,2,3,117700.0,1.5,0,0,32700.0,0.05,14300.0,63.8,36.2,0,85.0,27,24.4,2,0,0.372,5.687,0.207,13945.0,0.53,1.242,4.6,0,0.02,0.6041,-0.073,68.24,39233.33,98.5,0.8333,0.3699,0,0,0.0,0.9524,0.7323,0,0.925,0.9643,0.244,0.8333,0.9057,0.543,5176.6,0,0,0.0,Low,0.95,0.4583,0.6667,0.3333,1,0.6667,0.9385,1914700.0,6.0592,0.055,Stable,0,0,0,0,0.25,0.3333,0,0.2,Good,0.7017,0,0.7025,0.0,0.1593,0.3075,1.0,0.2089
APP002010,2025-07-26,Male,49,High School,Married,1,Mortgaged,3,Delhi,Salaried,Manufacturing,644000.0,5,4,Education Loan,1979000.0,180,10.51,732,3,0,6,1,30,1,3,268000.0,89.1,0,0,122900.0,0.05,44300.0,36.2,63.8,0,90.9,33,37.5,1,0,0.416,3.073,0.748,21888.0,0.408,2.29,0.5,0,0.0402815734989648,0.4911,-0.2335,36.88,89333.33,10.9,0.6667,0.5132,1,0,0.5,0.9524,0.5391,0,0.9545,0.9706,0.375,0.9167,0.9425,0.8255,28263.4,0,1,0.9091,Low,0.95,0.05,0.0,0.1667,-1,0.3333,0.8807,2247000.0,3.4891,0.335,Stable,1,1,0,0,0.25,0.1667,0,0.1,Good,0.72,0,0.65,33.33,0.2087,0.7455,1.0,0.2294
APP002011,2025-01-17,Male,37,Master,Married,2,Owned,7,Jaipur,Business Owner,Other,948000.0,2,0,Credit Card,368000.0,12,33.73,654,2,2,126,2,30,3,3,147700.0,5.8,0,0,76900.0,0.192,47900.0,64.6,35.4,0,76.7,29,26.8,1,0,0.156,0.388,0.748,36554.0,0.463,0.973,10.5,0,0.1981666666666666,0.4939,-0.0693,4.66,73850.0,94.2,0.0,0.4257,1,0,0.9,0.8389,0.7039,0,0.8835,0.9667,0.268,0.9167,0.8801,0.6063,16956.6,0,1,0.4762,Low,0.8103,1.0,1.0,0.5,3,1.0,0.7136,515700.0,0.544,0.4176,Stable,2,1,0,0,0.25,0.5,0,0.3,Good,0.59,0,0.735,100.0,0.3607,0.229,1.5,0.3199
APP002012,2025-12-30,Male,44,Bachelor,Single,0,Living with Parents,1,Jaipur,Salaried,Retail,374000.0,2,0,Education Loan,1432000.0,120,10.22,695,4,1,0,0,0,0,1,987100.0,57.4,0,0,38600.0,0.325,19700.0,50.0,50.0,0,74.6,27,28.8,2,0,2.639,3.829,0.783,19099.0,0.613,1.239,0.0,0,0.19125,1.1407,-0.2451,45.95,246775.0,42.6,0.0,1.4744,0,0,0.0,0.7547,0.5764,0,0.873,0.9643,0.288,0.8333,0.8256,0.6321,9850.0,0,0,0.0,Medium,0.686,0.0,0.25,0.0,-1,0.0,0.592,2419100.0,6.4682,0.0975,Improving,0,0,0,0,0.0833,0.0,0,0.0,Good,0.6583,0,0.6292,0.0,0.1367,0.687,0.25,0.1796
APP002013,2025-03-09,Female,27,Master,Married,1,Rented,1,Kolkata,Salaried,Banking/Finance,434000.0,0,0,Auto Loan,532000.0,36,8.52,747,2,0,35,0,0,2,3,148900.0,48.9,1,0,70000.0,0.223,14800.0,35.5,64.5,0,99.9,23,18.0,1,0,0.343,1.226,0.442,16799.0,0.464,1.935,2.9,1,0.1425587557603686,0.5331,0.1268,14.71,74450.0,51.1,0.0,0.409,0,0,0.0,0.8177,0.4938,0,0.9995,0.9583,0.18,0.9167,0.9201,0.4092,9546.0,0,0,0.0,Medium,0.7806,0.2917,0.0,0.3333,1,0.6667,0.7813,680900.0,1.5689,0.1069,Stable,1,1,1,0,0.25,0.3333,0,0.2,Good,0.745,1,0.6708,0.0,0.202,0.4445,1.5,0.2398
APP002014,2025-08-30,Male,42,Bachelor,Single,4,Living with Parents,2,Mumbai,Self-Employed,Other,492000.0,9,3,Credit Card,130000.0,12,40.29,720,1,1,60,0,0,2,2,345000.0,67.6,0,0,93100.0,0.2,31800.0,63.9,36.1,1,91.7,43,26.7,1,0,0.701,0.264,0.508,13340.0,0.325,2.271,5.0,0,0.0351219512195121,0.4656,-0.1006,3.17,345000.0,32.4,0.3,0.5303,0,0,0.0,0.8333,0.6973,1,0.9085,0.9773,0.267,0.9167,0.8884,0.7756,11479.8,1,0,0.0,Low,0.8026,0.5,1.0,0.3333,2,1.0,0.2737,475000.0,0.9654,0.12,Stable,0,0,0,0,0.1667,0.3333,0,0.2,Good,0.7,1,0.69,0.0,0.16,0.438,2.0,0.213
APP002015,2025-07-31,Male,41,Master,Single,1,Mortgaged,0,Mumbai,Salaried,Banking/Finance,474000.0,3,0,Personal Loan,1167000.0,24,14.67,797,1,1,93,0,0,1,2,318200.0,23.0,0,0,56100.0,0.163,26000.0,53.9,46.1,0,99.3,27,23.4,3,2,0.671,2.462,0.539,56401.0,1.428,1.42,7.8,0,0.2228808016877637,1.5621,-1.0862,29.54,318200.0,77.0,0.0,0.8585,0,0,0.0,0.8598,0.6352,4,0.7965,0.9643,0.234,0.75,0.8015,0.6582,11986.0,1,0,0.0,Low,0.8384,0.775,1.0,0.1667,0,0.5,0.7858,1485200.0,3.1333,0.1489,Stable,0,0,0,0,0.1667,0.1667,0,0.1,Excellent,0.8283,0,0.8492,0.0,0.0887,0.215,2.0,0.1096
APP002016,2025-09-23,Male,37,Other,Married,2,Owned,1,Chennai,Salaried,Real Estate,267000.0,0,0,Home Loan,590000.0,180,7.82,767,1,1,105,1,120,2,3,4700.0,13.5,0,0,40800.0,0.075,12200.0,48.2,51.8,0,80.9,19,34.7,1,0,0.018,2.21,0.463,5577.0,0.251,1.834,8.8,0,0.1699166666666666,0.2542,0.2007,26.52,4700.0,86.5,0.0,0.2214,1,1,0.8,0.9302,0.6165,0,0.9045,0.95,0.347,0.9167,0.9159,0.5483,6319.6,1,1,0.9091,Low,0.9251,0.875,1.0,0.3333,1,0.6667,0.9921,594700.0,2.2273,0.3625,Stable,1,1,0,0,0.25,0.3333,0,0.2,Excellent,0.7783,1,0.8042,100.0,0.2553,0.1675,3.0,0.2264
APP002017,2025-03-11,Male,48,Bachelor,Divorced,2,Rented,2,Mumbai,Salaried,Manufacturing,561000.0,9,2,Home Loan,2248000.0,240,9.03,739,5,5,35,1,90,1,3,713600.0,54.2,0,0,55500.0,0.313,38300.0,49.2,50.8,0,96.0,21,36.4,2,0,1.272,4.007,0.619,20269.0,0.434,1.187,2.9,0,0.1774514260249553,0.688,-0.2533,48.09,142720.0,45.8,0.2,0.8247,1,1,0.7,0.7616,0.5729,0,0.98,0.9545,0.364,0.8333,0.8705,0.8193,19456.4,1,1,0.9091,Medium,0.6968,0.2917,1.0,0.1667,-1,0.3333,0.759,2961600.0,5.2791,0.4139,Stable,1,1,0,0,0.25,0.1667,0,0.1,Good,0.7317,0,0.7042,20.0,0.2373,0.771,0.6,0.2274
APP002018,2025-11-16,Female,29,Master,Single,4,Mortgaged,4,Bangalore,Salaried,Education,346000.0,14,0,Credit Card,46000.0,12,29.4,729,2,2,22,0,0,1,2,781000.0,16.8,0,0,87900.0,0.08,23700.0,45.5,54.5,0,76.0,26,6.2,1,1,2.257,0.133,0.416,4471.0,0.155,3.049,1.8,0,0.2127499999999999,0.6065,0.023,1.6,390500.0,83.2,0.0,1.0741,0,0,0.0,0.9259,0.5963,2,0.78,0.963,0.062,0.9167,0.8648,0.822,12916.5,1,0,0.0,Low,0.9202,0.1833,1.0,0.1667,0,0.5,0.0556,827000.0,2.3902,0.084,Stable,0,0,0,0,0.1667,0.1667,0,0.1,Good,0.715,0,0.6742,0.0,0.134,0.284,1.0,0.1847
APP002019,2025-12-29,Male,33,Bachelor,Single,1,Owned,3,Delhi,Salaried,Banking/Finance,525000.0,6,3,Consumer Durable,130000.0,6,13.61,539,3,2,81,1,30,1,2,146700.0,52.8,0,0,41100.0,0.371,31600.0,47.8,52.2,1,97.8,46,9.8,1,0,0.279,0.248,0.747,22535.0,0.515,0.939,6.8,0,0.1069166666666666,0.571,-0.2373,2.97,48900.0,47.2,0.4286,0.4902,1,0,0.5,0.7294,0.5534,1,0.939,0.9787,0.098,0.9167,0.8694,0.7223,16495.2,1,1,0.9091,Medium,0.6451,0.675,0.6667,0.1667,0,0.5,0.4698,276700.0,0.527,0.4513,Stable,1,1,0,0,0.1667,0.1667,0,0.1,Poor,0.3983,1,0.5942,33.33,0.3373,0.564,0.6667,0.3104
APP002020,2025-07-13,Female,35,PhD,Married,2,Mortgaged,2,Bangalore,Business Owner,Manufacturing,1182000.0,24,1,Home Loan,4896000.0,300,8.47,706,3,1,150,2,180,4,7,15700.0,76.5,0,0,60000.0,0.644,62000.0,31.9,68.1,0,75.4,30,12.0,2,0,0.013,4.142,0.777,39325.0,0.399,0.609,12.5,0,0.2156999999999999,0.4019,-0.0284,49.71,5233.33,23.5,0.04,0.358,1,1,1.4,0.6083,0.4058,0,0.877,0.9677,0.12,0.8333,0.7833,0.6294,42222.0,1,1,0.4762,High,0.4324,1.0,0.3333,0.6667,1,0.5714,0.9968,4911700.0,4.1554,0.5732,Stable,2,1,0,0,0.5833,0.6667,0,0.4,Good,0.6767,1,0.7384,66.67,0.4293,0.6825,2.3333,0.3731
APP002021,2025-09-22,Female,24,Master,Married,0,Rented,2,Other,Retired,Banking/Finance,265000.0,4,0,Credit Card,52000.0,12,25.87,702,4,4,56,0,0,1,2,347500.0,68.6,0,0,21500.0,0.091,19700.0,64.4,35.6,2,85.2,38,5.3,0,0,1.311,0.196,0.763,4964.0,0.225,0.974,4.7,1,0.2095,0.487,-0.1171,2.35,86875.0,31.4,0.0,0.8208,0,0,0.0,0.9166,0.7258,2,0.826,0.9744,0.053,1.0,0.9054,0.8921,7013.2,1,0,0.0,Low,0.9093,0.4667,1.0,0.1667,0,0.5,0.1302,399500.0,1.5075,0.0873,Stable,0,0,0,0,0.1667,0.1667,0,0.1,Good,0.67,1,0.6883,0.0,0.152,0.743,0.5,0.1895
