applicant_id,avg_monthly_balance,balance_volatility,avg_monthly_spending,essential_spending_pct,discretionary_spending_pct,num_bounced_checks_12m,salary_credit_regularity,num_digital_txns_monthly,cash_withdrawal_pct,min_balance_breaches_12m,emi_bounce_count_12m
APP001311,105400.0,0.05,27500.0,56.0,44.0,0,75.5,26,6.7,2,0
APP001312,39100.0,0.203,24900.0,58.8,41.2,0,93.8,33,10.8,2,0
APP001313,54300.0,0.126,13600.0,45.6,54.4,2,84.2,35,20.5,1,0
APP001314,57700.0,0.05,32900.0,64.9,35.1,0,83.7,43,24.1,0,0
APP001315,67500.0,0.17,16400.0,65.9,34.1,2,71.2,41,15.1,3,0
APP001316,63400.0,0.495,14000.0,37.4,62.6,0,85.0,25,35.1,1,0
APP001317,19000.0,0.077,12400.0,61.6,38.4,0,82.0,35,15.6,2,0
APP001318,152300.0,0.059,43100.0,54.2,45.8,0,71.9,25,35.3,4,0
APP001319,128700.0,0.332,49700.0,37.2,62.8,1,97.6,27,25.0,0,1
APP001320,320600.0,0.15,53900.0,55.5,44.5,1,98.1,31,24.7,0,0
APP001321,145900.0,0.538,33000.0,49.4,50.6,0,83.6,36,22.9,2,4
APP001322,21800.0,0.095,11200.0,55.2,44.8,0,75.0,33,31.2,0,2
APP001323,30800.0,0.167,17100.0,42.7,57.3,0,98.5,19,28.6,0,0
APP001324,20300.0,0.507,17500.0,33.9,66.1,2,82.4,29,23.4,2,2
APP001325,32600.0,0.091,22500.0,40.0,60.0,1,88.8,35,25.6,2,0
APP001326,247700.0,0.05,81500.0,65.9,34.1,0,73.6,32,31.4,3,0
APP001327,78300.0,0.122,13500.0,42.2,57.8,0,95.5,32,37.2,0,0
APP001328,61900.0,0.269,43300.0,68.9,31.1,3,90.0,29,29.6,3,1
APP001329,65900.0,0.258,18200.0,48.6,51.4,0,86.9,24,31.4,0,0
APP001330,60500.0,0.05,37500.0,30.2,69.8,0,91.3,18,27.2,2,1
APP001331,43300.0,0.204,18200.0,63.7,36.3,3,86.8,27,22.9,2,0
APP001332,171300.0,0.216,24200.0,49.5,50.5,0,82.2,28,21.9,0,0
APP001333,68300.0,0.218,24300.0,49.1,50.9,3,70.0,31,30.8,1,0
APP001334,118000.0,0.125,28800.0,54.0,46.0,1,95.3,34,34.3,0,0
APP001335,26300.0,0.118,24700.0,62.6,37.4,0,78.7,31,24.1,2,0
APP001336,75400.0,0.05,28000.0,53.8,46.2,0,70.9,29,35.2,3,0
APP001337,13100.0,0.087,10700.0,33.9,66.1,1,70.6,25,9.9,2,0
APP001338,43000.0,0.185,27500.0,60.5,39.5,0,86.4,32,39.4,2,0
APP001339,67200.0,0.296,8700.0,50.4,49.6,0,72.0,33,23.1,2,0
APP001340,44900.0,0.05,17600.0,51.9,48.1,1,84.8,29,35.1,2,1
APP001341,45800.0,0.097,22000.0,33.5,66.5,0,94.8,30,15.6,0,0
APP001342,161000.0,0.194,30500.0,64.0,36.0,3,95.0,31,26.0,3,0
APP001343,19700.0,0.767,27000.0,32.5,67.5,0,86.0,32,29.4,0,0
APP001344,5600.0,0.711,5900.0,42.3,57.7,5,91.8,23,29.2,1,0
APP001345,60300.0,0.29,16700.0,56.9,43.1,0,86.2,37,24.9,1,0
APP001346,222000.0,0.078,36000.0,34.7,65.3,0,81.2,33,16.1,0,1
APP001347,42600.0,0.134,7200.0,60.9,39.1,0,90.5,25,31.4,1,2
APP001348,135300.0,0.153,27900.0,49.1,50.9,1,84.5,27,26.7,1,2
APP001349,86800.0,0.175,38800.0,40.3,59.7,1,96.0,32,36.2,3,0
APP001350,68100.0,1.268,21600.0,43.8,56.2,2,98.3,37,35.0,1,0
APP001351,66000.0,0.426,20500.0,49.4,50.6,2,87.5,28,15.9,0,1
APP001352,93000.0,0.05,30600.0,41.3,58.7,0,98.8,26,8.6,1,0
APP001353,30900.0,0.089,21200.0,43.9,56.1,0,86.2,28,27.0,1,0
APP001354,78600.0,0.236,17100.0,32.4,67.6,1,97.7,39,6.4,2,1
APP001355,25500.0,0.486,15400.0,41.8,58.2,0,99.8,33,14.1,1,0
APP001356,9700.0,0.272,6300.0,48.3,51.7,0,92.5,28,8.6,1,0
APP001357,140700.0,0.373,34400.0,38.3,61.7,0,90.6,30,34.7,1,0
APP001358,219700.0,0.102,51100.0,65.8,34.2,2,76.6,30,12.2,6,0
APP001359,136800.0,0.14,26700.0,39.4,60.6,0,98.7,19,30.0,1,1
APP001360,69200.0,0.05,33900.0,43.1,56.9,0,82.9,27,18.5,2,0
APP001361,105100.0,0.321,29300.0,65.0,35.0,0,86.6,19,15.3,1,3
APP001362,29600.0,0.05,23900.0,58.4,41.6,0,87.0,36,30.0,1,0
APP001363,45700.0,0.7,22900.0,63.1,36.9,0,96.9,20,27.3,1,1
APP001364,58900.0,0.54,11600.0,59.5,40.5,0,86.6,26,18.5,0,1
APP001365,83600.0,0.05,21100.0,49.5,50.5,0,88.8,33,38.7,1,0
APP001366,105900.0,0.261,23300.0,31.1,68.9,1,99.9,21,18.7,1,0
APP001367,98700.0,0.05,42400.0,64.1,35.9,2,76.9,33,26.8,3,2
APP001368,64700.0,0.747,41300.0,66.4,33.6,0,72.0,34,27.9,0,0
APP001369,153100.0,0.142,35600.0,34.6,65.4,0,84.9,34,34.0,1,0
APP001370,28500.0,0.317,13100.0,51.2,48.8,1,98.8,33,29.0,1,0
APP001371,149200.0,0.05,47400.0,34.4,65.6,0,70.9,30,28.7,0,0
APP001372,39300.0,0.584,16400.0,30.2,69.8,0,91.6,26,21.3,1,0
APP001373,9500.0,0.701,7200.0,49.4,50.6,0,89.0,29,5.8,0,0
APP001374,127900.0,0.619,41000.0,54.0,46.0,1,86.7,36,8.1,1,0
APP001375,49700.0,0.808,18400.0,57.6,42.4,3,95.2,28,33.7,1,0
APP001376,113200.0,0.222,43100.0,46.5,53.5,0,98.4,27,19.5,2,1
APP001377,106800.0,0.268,20300.0,46.6,53.4,1,70.8,40,12.8,1,0
APP001378,132900.0,0.05,22200.0,36.8,63.2,0,76.3,36,26.6,1,2
APP001379,65200.0,0.083,23200.0,32.4,67.6,0,91.8,31,18.9,0,0
APP001380,40900.0,0.11,55200.0,65.3,34.7,1,89.3,20,26.9,1,0
APP001381,20300.0,0.241,26200.0,54.8,45.2,2,87.2,26,19.3,1,3
APP001382,330500.0,0.05,67300.0,37.8,62.2,2,95.5,29,18.9,0,0
APP001383,82500.0,0.067,18000.0,62.4,37.6,1,79.0,30,19.7,0,0
APP001384,55900.0,0.21,14600.0,33.3,66.7,0,90.6,27,31.5,2,1
APP001385,137400.0,0.18,41400.0,30.9,69.1,2,99.1,27,8.3,1,1
APP001386,44500.0,0.279,39100.0,51.4,48.6,3,73.8,34,14.6,1,0
APP001387,100700.0,0.166,33200.0,45.8,54.2,1,99.2,32,7.3,2,0
APP001388,91200.0,0.05,25800.0,55.9,44.1,0,98.7,28,27.3,0,4
APP001389,117800.0,0.156,30100.0,44.6,55.4,0,92.2,29,5.5,0,1
APP001390,40300.0,0.312,26400.0,50.7,49.3,0,82.1,35,29.0,1,0
APP001391,223000.0,0.103,36000.0,40.3,59.7,3,78.7,25,16.9,1,0
APP001392,66900.0,0.117,25400.0,34.1,65.9,0,88.1,29,26.9,2,0
APP001393,11100.0,0.328,5300.0,68.2,31.8,0,76.3,33,6.6,1,0
APP001394,12900.0,0.215,6200.0,65.4,34.6,0,74.3,22,13.4,1,0
APP001395,235300.0,0.05,70200.0,44.3,55.7,3,88.9,28,36.3,1,0
APP001396,41400.0,0.236,11600.0,47.7,52.3,5,83.1,30,19.6,0,0
APP001397,51800.0,0.242,10300.0,39.1,60.9,0,85.8,32,19.7,1,0
APP001398,178000.0,0.28,37200.0,43.7,56.3,0,93.0,33,23.8,0,0
APP001399,18900.0,0.114,10300.0,56.9,43.1,0,83.8,28,18.9,0,0
APP001400,32200.0,0.515,17600.0,68.1,31.9,0,71.5,31,15.1,3,0
APP001401,99100.0,0.669,33200.0,39.8,60.2,0,70.2,36,21.5,1,0
APP001402,96100.0,0.098,32700.0,30.8,69.2,2,76.2,31,9.5,0,0
APP001403,201500.0,0.691,57500.0,66.4,33.6,3,94.9,22,13.5,0,0
APP001404,222700.0,0.436,41000.0,37.0,63.0,1,86.5,28,36.9,0,0
APP001405,52600.0,0.565,21100.0,43.4,56.6,0,99.9,24,38.8,2,4
APP001406,136100.0,0.208,23600.0,69.2,30.8,1,83.5,34,23.4,1,0
APP001407,32200.0,0.319,12200.0,66.9,33.1,0,76.5,37,5.2,1,0
APP001408,15400.0,0.333,7700.0,46.0,54.0,4,98.9,28,25.1,0,1
APP001409,266100.0,0.155,64100.0,47.4,52.6,0,85.0,28,14.8,0,2
APP001410,26400.0,0.05,24400.0,39.8,60.2,0,88.4,30,12.1,0,0
APP001411,104700.0,0.684,79100.0,65.6,34.4,1,80.2,32,21.2,1,1
APP001412,87400.0,0.05,22900.0,45.0,55.0,1,81.4,28,27.4,2,1
APP001413,74200.0,1.656,19500.0,33.5,66.5,0,91.2,31,36.2,1,0
APP001414,64300.0,0.549,13900.0,47.6,52.4,0,90.3,31,29.2,0,0
APP001415,56200.0,0.171,16900.0,57.7,42.3,0,92.1,29,10.1,2,0
APP001416,55800.0,0.064,8500.0,51.6,48.4,0,84.7,33,27.5,1,0
APP001417,25700.0,0.05,25800.0,67.2,32.8,1,77.4,36,27.0,1,0
APP001418,198000.0,0.055,68200.0,51.6,48.4,0,91.0,20,30.1,0,0
APP001419,37900.0,0.05,15700.0,66.0,34.0,0,82.9,34,17.7,0,0
APP001420,345700.0,0.075,77700.0,66.4,33.6,0,91.0,31,35.0,2,0
APP001421,187100.0,0.344,43200.0,69.8,30.2,0,74.1,30,18.9,1,3
APP001422,86200.0,0.289,40900.0,56.3,43.7,4,75.6,28,15.3,1,0
APP001423,34100.0,0.05,23500.0,43.9,56.1,1,74.7,34,29.3,3,0
APP001424,151800.0,0.322,33800.0,34.2,65.8,0,73.4,23,38.2,1,0
APP001425,23400.0,0.05,10200.0,47.1,52.9,2,94.8,30,11.7,1,0
APP001426,153100.0,0.442,24000.0,64.0,36.0,0,80.6,25,7.0,0,0
APP001427,135200.0,1.081,27400.0,36.8,63.2,0,90.8,24,28.6,1,0
APP001428,84700.0,0.507,32700.0,55.5,44.5,0,93.6,27,31.5,0,0
APP001429,68600.0,0.05,24100.0,37.7,62.3,0,75.2,32,17.6,0,1
APP001430,75200.0,0.882,33600.0,42.9,57.1,3,79.5,39,31.9,0,0
APP001431,217000.0,0.222,45600.0,43.7,56.3,1,88.6,30,28.8,1,0
APP001432,128800.0,0.139,30600.0,36.4,63.6,4,83.5,37,20.2,0,0
APP001433,109200.0,0.129,68900.0,34.7,65.3,0,89.6,29,38.4,0,2
APP001434,118800.0,0.107,21800.0,56.5,43.5,1,99.0,26,39.2,1,3
APP001435,69100.0,0.08,30200.0,62.1,37.9,0,75.8,27,20.7,2,0
APP001436,31600.0,0.595,11300.0,32.6,67.4,4,91.6,35,21.9,1,0
APP001437,62400.0,0.273,21900.0,61.1,38.9,0,95.0,26,24.1,1,0
APP001438,37000.0,0.05,15400.0,38.6,61.4,0,81.7,31,30.2,1,0
APP001439,124400.0,0.711,31300.0,69.2,30.8,0,97.8,25,12.8,2,1
APP001440,41000.0,0.175,38500.0,43.0,57.0,0,97.7,26,25.1,2,0
APP001441,117100.0,1.015,31400.0,37.8,62.2,0,98.5,32,6.9,0,0
APP001442,27900.0,0.217,18700.0,34.8,65.2,0,92.2,33,29.2,2,0
APP001443,6200.0,0.05,4500.0,31.9,68.1,0,73.5,36,25.4,0,1
APP001444,99800.0,0.325,27700.0,39.9,60.1,0,96.4,34,26.8,1,1
APP001445,106900.0,0.05,39700.0,68.9,31.1,1,80.0,33,12.8,1,0
APP001446,65500.0,0.083,26500.0,67.6,32.4,0,76.8,21,23.7,0,1
APP001447,79000.0,0.054,27500.0,39.7,60.3,0,89.7,30,38.6,0,0
APP001448,45500.0,0.947,32800.0,61.9,38.1,0,76.7,25,20.9,0,1
APP001449,130100.0,0.058,20000.0,47.9,52.1,0,76.9,38,19.7,1,0
APP001450,107700.0,0.05,25100.0,41.6,58.4,1,80.9,27,32.6,0,0
APP001451,120400.0,0.179,45700.0,43.1,56.9,0,75.8,29,5.1,4,0
APP001452,50100.0,0.145,11300.0,61.0,39.0,0,77.6,24,37.0,0,0
APP001453,64700.0,0.198,39600.0,54.3,45.7,0,82.1,29,19.5,1,0
APP001454,53000.0,0.345,21700.0,66.8,33.2,0,96.4,28,10.2,0,1
APP001455,59400.0,0.456,20800.0,65.5,34.5,0,91.0,34,14.6,0,1
APP001456,41900.0,0.152,22900.0,54.4,45.6,0,89.0,26,23.6,1,3
APP001457,188300.0,0.238,55200.0,61.5,38.5,0,74.2,36,38.9,0,0
APP001458,38700.0,0.222,10800.0,37.6,62.4,0,92.8,31,37.8,0,1
APP001459,348600.0,0.101,93200.0,44.8,55.2,1,71.4,29,30.7,2,0
APP001460,101500.0,0.095,36500.0,36.7,63.3,0,90.3,30,19.1,2,0
APP001461,203600.0,0.05,30900.0,66.4,33.6,0,82.5,16,15.8,1,0
APP001462,45400.0,0.05,22000.0,57.9,42.1,0,75.3,27,8.9,0,0
APP001463,49800.0,0.468,28000.0,55.7,44.3,0,73.4,35,30.0,3,0
APP001464,84000.0,1.138,75500.0,55.0,45.0,0,85.5,38,36.8,1,0
APP001465,128000.0,0.153,47600.0,43.9,56.1,0,70.7,28,9.6,0,0
APP001466,124900.0,1.131,19000.0,50.5,49.5,0,84.3,21,31.3,2,1
APP001467,31500.0,0.178,28300.0,64.0,36.0,0,99.8,31,5.9,0,0
APP001468,54000.0,0.185,33300.0,36.6,63.4,0,82.2,27,36.5,4,1
APP001469,106400.0,0.108,13400.0,36.8,63.2,0,74.6,27,16.4,0,0
APP001470,110500.0,0.054,36100.0,65.9,34.1,0,86.3,24,27.8,0,0
APP001471,41500.0,0.397,11500.0,36.6,63.4,1,92.3,27,16.2,2,0
APP001472,124200.0,0.094,14600.0,44.6,55.4,0,82.6,24,27.3,0,0
APP001473,15300.0,0.05,13300.0,65.5,34.5,0,94.4,22,39.6,1,0
APP001474,172400.0,0.409,63100.0,58.2,41.8,0,99.5,28,27.4,2,0
APP001475,51600.0,0.173,21100.0,51.1,48.9,0,80.7,31,24.3,0,0
APP001476,21800.0,0.059,5800.0,52.0,48.0,2,87.8,23,7.8,1,0
APP001477,42700.0,0.174,6500.0,57.9,42.1,0,74.1,26,7.1,0,2
APP001478,34500.0,0.05,16800.0,53.9,46.1,3,95.0,32,13.6,0,2
APP001479,286500.0,0.86,57900.0,49.9,50.1,1,83.5,27,20.8,2,1
APP001480,157000.0,0.131,41200.0,53.5,46.5,0,90.1,28,25.6,0,0
APP001481,98900.0,0.32,23100.0,51.4,48.6,0,93.3,35,30.6,1,0
APP001482,10500.0,0.081,3500.0,32.4,67.6,1,93.4,24,31.5,3,0
APP001483,8400.0,0.255,4400.0,67.8,32.2,0,76.7,31,32.5,0,0
APP001484,378300.0,0.092,49400.0,46.5,53.5,0,70.3,32,38.3,1,0
APP001485,174600.0,0.172,63900.0,51.4,48.6,0,78.9,39,24.1,1,0
APP001486,387600.0,0.289,97700.0,56.7,43.3,1,77.2,30,32.6,1,1
APP001487,87000.0,0.421,19700.0,43.7,56.3,5,91.6,39,10.5,0,0
APP001488,10000.0,0.055,5400.0,32.5,67.5,2,82.4,36,14.2,2,0
APP001489,135000.0,0.083,24100.0,60.0,40.0,0,81.7,30,10.2,1,1
APP001490,31700.0,0.159,17100.0,48.9,51.1,3,99.1,39,36.4,0,0
APP001491,141000.0,0.071,39400.0,40.8,59.2,0,70.3,43,22.7,1,0
APP001492,45500.0,0.496,25100.0,51.9,48.1,2,90.1,24,7.7,2,0
APP001493,165400.0,0.051,38500.0,57.5,42.5,0,93.0,33,8.7,0,0
APP001494,69900.0,1.052,21500.0,52.7,47.3,0,78.1,29,9.5,0,1
APP001495,168800.0,0.226,40700.0,65.4,34.6,0,74.2,29,37.1,1,0
APP001496,24200.0,0.959,15500.0,58.5,41.5,0,82.0,20,13.1,3,3
APP001497,32700.0,0.102,8200.0,64.8,35.2,1,88.1,21,39.4,1,0
APP001498,99500.0,0.243,44300.0,67.7,32.3,0,87.2,22,29.2,0,0
APP001499,320400.0,0.777,72500.0,39.2,60.8,0,70.2,23,12.3,1,0
APP001500,175600.0,0.828,43200.0,50.2,49.8,0,75.1,42,38.9,4,0
APP001501,27300.0,0.067,5700.0,52.8,47.2,0,75.6,30,21.1,1,0
APP001502,175000.0,0.173,104000.0,33.2,66.8,1,76.1,26,22.1,0,0
APP001503,91000.0,0.11,56000.0,47.4,52.6,0,97.9,35,24.0,1,0
APP001504,61500.0,0.306,36700.0,63.8,36.2,0,97.1,24,17.1,2,1
APP001505,8900.0,0.17,6100.0,42.3,57.7,0,89.9,36,30.9,2,0
APP001506,78900.0,0.18,14300.0,36.9,63.1,0,96.5,28,6.1,0,0
APP001507,277400.0,0.05,38700.0,48.0,52.0,1,86.6,34,20.1,0,0
APP001508,118300.0,0.431,54500.0,51.9,48.1,0,72.7,28,14.0,1,0
APP001509,94700.0,0.305,27700.0,57.7,42.3,0,73.7,33,33.5,0,0
APP001510,96800.0,0.164,34300.0,69.1,30.9,1,92.8,26,39.6,0,0
APP001511,63000.0,1.079,15600.0,40.9,59.1,5,72.7,23,35.1,2,0
APP001512,119800.0,0.073,28600.0,53.0,47.0,0,77.4,26,9.3,1,0
APP001513,52300.0,0.05,14900.0,47.2,52.8,1,94.7,29,23.8,0,0
APP001514,18500.0,0.633,14400.0,66.4,33.6,0,88.9,35,32.3,1,2
APP001515,142800.0,0.093,31700.0,56.5,43.5,0,98.3,31,26.2,1,0
APP001516,70300.0,0.141,28200.0,53.1,46.9,0,72.5,29,9.4,1,1
APP001517,40400.0,0.182,29500.0,67.7,32.3,0,88.6,39,15.0,1,0
APP001518,41100.0,0.67,11900.0,31.8,68.2,0,77.1,25,25.6,0,0
APP001519,103700.0,0.492,29100.0,49.5,50.5,2,73.4,24,33.4,2,0
APP001520,83100.0,0.33,47600.0,59.3,40.7,1,81.0,32,36.4,1,0
APP001521,91100.0,0.982,17300.0,38.4,61.6,0,82.7,25,6.5,0,0
APP001522,50900.0,0.949,50300.0,45.6,54.4,0,94.6,32,19.5,2,0
APP001523,139900.0,0.139,26900.0,66.1,33.9,0,85.2,37,11.0,4,2
APP001524,82800.0,0.35,21700.0,50.6,49.4,0,99.8,33,27.5,1,0
APP001525,88300.0,0.132,23300.0,66.7,33.3,0,76.3,36,24.7,1,1
APP001526,41900.0,0.756,22200.0,58.3,41.7,0,76.5,22,29.6,1,0
APP001527,76900.0,0.077,25300.0,54.9,45.1,0,70.2,18,31.8,1,0
APP001528,69200.0,0.178,29400.0,57.9,42.1,2,76.7,31,28.1,1,0
APP001529,204200.0,0.05,81200.0,44.6,55.4,0,78.0,39,6.6,1,0
APP001530,130000.0,0.364,35700.0,40.3,59.7,0,89.3,36,38.3,1,0
APP001531,276300.0,0.4,75900.0,64.5,35.5,0,87.5,30,38.3,2,0
APP001532,17000.0,0.05,15100.0,45.9,54.1,0,70.6,31,30.8,0,0
APP001533,58500.0,0.898,57900.0,68.2,31.8,0,74.7,23,30.7,0,0
APP001534,36700.0,0.186,9200.0,35.7,64.3,0,93.2,26,12.0,1,0
APP001535,61900.0,0.291,14900.0,35.7,64.3,0,96.3,45,7.2,1,0
APP001536,60400.0,0.477,8300.0,47.5,52.5,0,80.2,22,7.6,1,2
APP001537,137300.0,0.374,32100.0,38.0,62.0,2,83.3,34,29.7,0,0
APP001538,39500.0,0.186,7100.0,33.7,66.3,0,80.5,30,33.0,1,0
APP001539,46400.0,1.151,6600.0,58.2,41.8,0,91.7,34,13.5,3,1
APP001540,135800.0,0.05,35500.0,49.8,50.2,1,79.9,25,14.9,2,0
APP001541,87000.0,1.087,14600.0,47.0,53.0,0,93.2,33,34.0,3,0
APP001542,27900.0,0.22,7200.0,46.5,53.5,1,74.3,32,10.2,1,1
APP001543,92500.0,0.303,17300.0,64.7,35.3,0,79.9,35,26.3,0,1
APP001544,135500.0,0.05,69900.0,57.6,42.4,0,87.9,31,7.8,0,0
APP001545,26200.0,0.128,8500.0,50.1,49.9,1,72.7,28,18.3,1,0
APP001546,33200.0,0.414,25400.0,35.6,64.4,4,83.1,26,36.5,0,0
APP001547,116600.0,0.379,25400.0,57.5,42.5,0,85.6,28,37.3,1,0
APP001548,40200.0,0.52,22000.0,52.7,47.3,2,96.3,26,15.2,0,0
APP001549,204500.0,0.32,25800.0,65.6,34.4,0,76.9,22,38.3,1,0
APP001550,128200.0,0.422,37500.0,69.8,30.2,2,78.4,17,8.5,1,0
APP001551,144400.0,0.47,26000.0,51.1,48.9,0,82.1,40,37.5,0,0
APP001552,75800.0,0.056,24700.0,59.2,40.8,3,80.8,37,9.7,1,2
APP001553,53900.0,0.073,11100.0,60.7,39.3,0,76.8,35,9.3,0,0
APP001554,181000.0,0.052,62800.0,56.3,43.7,2,84.5,28,11.5,1,0
APP001555,57100.0,0.316,23400.0,68.6,31.4,0,71.9,31,24.0,0,0
APP001556,49600.0,0.563,19900.0,60.2,39.8,3,95.0,31,22.2,1,3
APP001557,104200.0,0.176,38500.0,38.8,61.2,1,94.7,27,25.6,1,0
APP001558,94500.0,0.05,16600.0,38.1,61.9,0,79.3,17,26.1,1,0
APP001559,14700.0,0.084,6700.0,45.6,54.4,2,75.2,39,33.8,1,0
APP001560,34600.0,0.394,31600.0,47.7,52.3,3,93.3,20,31.8,0,0
APP001561,29200.0,0.101,21800.0,50.9,49.1,1,75.1,32,22.5,0,0
APP001562,264500.0,1.642,57400.0,30.2,69.8,0,86.0,31,25.6,1,0
APP001563,30000.0,1.086,6800.0,31.2,68.8,0,79.3,29,24.8,0,2
APP001564,130200.0,0.147,34400.0,44.5,55.5,0,84.2,29,8.1,1,1
APP001565,13000.0,0.09,7600.0,67.1,32.9,2,97.2,28,29.4,1,0
APP001566,103800.0,0.178,34500.0,68.9,31.1,0,97.5,24,33.6,0,0
APP001567,164000.0,0.196,76000.0,69.1,30.9,1,84.4,29,5.5,1,4
APP001568,50900.0,0.282,22400.0,68.9,31.1,0,71.6,32,7.0,0,0
APP001569,109100.0,0.286,31000.0,37.5,62.5,1,83.6,25,31.7,1,0
APP001570,94800.0,0.05,19200.0,33.6,66.4,0,88.0,36,5.4,1,0
APP001571,28400.0,0.397,6600.0,68.8,31.2,0,78.9,21,13.0,0,0
APP001572,76000.0,0.14,15200.0,67.3,32.7,0,80.4,30,26.9,0,1
APP001573,102300.0,0.487,20700.0,30.6,69.4,0,71.2,42,18.3,1,1
APP001574,161300.0,0.065,18100.0,32.8,67.2,0,77.7,48,36.3,1,0
APP001575,116700.0,0.39,83300.0,67.2,32.8,0,89.3,30,33.2,1,0
APP001576,127700.0,0.05,20000.0,42.6,57.4,0,90.1,25,15.0,0,0
APP001577,30800.0,0.415,11200.0,69.1,30.9,0,76.9,30,13.9,1,0
APP001578,70300.0,0.452,29800.0,56.2,43.8,1,96.1,28,37.5,2,0
APP001579,82200.0,0.329,20500.0,50.4,49.6,1,70.9,37,29.7,0,0
APP001580,80000.0,0.533,11500.0,32.0,68.0,0,84.9,18,32.8,0,0
APP001581,45600.0,0.52,38700.0,52.4,47.6,3,80.7,28,22.0,0,0
APP001582,72300.0,0.05,17700.0,32.6,67.4,0,99.2,33,26.5,3,1
APP001583,175000.0,0.175,76500.0,30.5,69.5,0,77.6,35,9.3,0,0
APP001584,30100.0,0.05,17700.0,58.0,42.0,1,80.2,29,39.1,1,0
APP001585,18600.0,0.173,6500.0,49.3,50.7,0,97.2,36,36.1,1,0
APP001586,51200.0,0.141,26300.0,31.3,68.7,2,76.7,21,11.0,0,0
APP001587,73600.0,0.252,17200.0,50.0,50.0,0,96.1,22,23.1,1,3
APP001588,87500.0,0.145,15600.0,68.1,31.9,2,99.4,32,19.6,2,0
APP001589,6000.0,0.637,5500.0,68.3,31.7,0,93.1,30,26.7,1,0
APP001590,38800.0,0.628,26100.0,61.1,38.9,1,80.8,31,29.9,1,0
APP001591,118600.0,0.05,33200.0,48.6,51.4,1,71.5,32,31.3,0,0
APP001592,30100.0,0.385,27000.0,35.0,65.0,1,84.0,39,38.8,0,1
APP001593,144000.0,0.077,35300.0,46.4,53.6,5,85.9,27,35.8,1,1
APP001594,227800.0,0.502,44600.0,51.4,48.6,1,79.8,26,19.4,1,0
APP001595,58600.0,0.068,14400.0,32.7,67.3,0,82.9,29,8.7,1,2
APP001596,28500.0,0.443,11000.0,58.9,41.1,1,74.8,24,22.1,3,0
APP001597,36600.0,0.495,15100.0,63.9,36.1,2,70.8,35,32.6,3,0
APP001598,33100.0,0.182,21900.0,48.6,51.4,0,79.6,23,22.2,1,0
APP001599,57900.0,0.321,21900.0,51.8,48.2,0,74.3,34,25.7,1,0
APP001600,53000.0,0.236,9600.0,59.7,40.3,1,91.3,36,37.2,1,0
APP001601,32200.0,0.554,16300.0,43.3,56.7,0,89.9,34,22.3,1,0
APP001602,112200.0,0.173,34300.0,37.4,62.6,3,70.1,38,39.3,1,0
APP001603,130200.0,1.04,33300.0,46.1,53.9,0,98.1,28,18.1,1,1
APP001604,83200.0,0.252,16100.0,54.7,45.3,0,91.4,19,21.3,1,0
APP001605,18100.0,0.05,20200.0,36.9,63.1,2,89.2,40,39.8,1,0
APP001606,34800.0,0.989,19800.0,56.4,43.6,0,84.6,22,28.4,1,0
APP001607,94300.0,0.132,34400.0,40.1,59.9,0,84.8,37,35.8,1,0
APP001608,44300.0,0.267,19800.0,66.2,33.8,0,95.4,33,29.4,2,0
APP001609,284600.0,0.227,59300.0,31.3,68.7,0,77.4,23,17.5,0,0
APP001610,106900.0,0.35,20500.0,31.7,68.3,5,75.3,24,39.9,1,0
APP001611,48500.0,0.23,16300.0,55.9,44.1,0,87.3,41,7.6,1,0
APP001612,230200.0,0.23,62800.0,34.7,65.3,0,72.1,46,23.1,1,0
APP001613,79200.0,0.077,22000.0,33.7,66.3,3,93.4,24,12.8,0,0
APP001614,46900.0,0.05,13400.0,46.3,53.7,0,78.1,31,8.3,0,0
APP001615,85900.0,0.462,44600.0,42.5,57.5,1,88.2,34,11.6,0,1
APP001616,53900.0,0.086,29400.0,69.8,30.2,1,99.0,32,9.6,1,0
APP001617,286300.0,0.058,55600.0,37.1,62.9,1,88.6,27,6.7,0,0
APP001618,66400.0,0.05,26500.0,37.3,62.7,0,78.2,38,37.4,0,0
APP001619,108400.0,0.05,27200.0,67.7,32.3,4,80.7,31,27.6,0,0
APP001620,108200.0,0.18,41400.0,37.8,62.2,0,73.8,30,18.7,3,1
APP001621,107500.0,0.776,25200.0,59.7,40.3,0,71.9,30,21.8,0,0
APP001622,65100.0,0.252,33000.0,43.8,56.2,0,72.2,32,7.7,1,1
APP001623,36700.0,0.277,24300.0,65.5,34.5,0,93.0,25,8.0,1,1
APP001624,40900.0,0.392,21800.0,54.2,45.8,0,96.0,34,15.7,1,0
APP001625,25400.0,0.318,25400.0,41.1,58.9,2,86.2,27,34.5,2,0
APP001626,52200.0,0.072,19700.0,49.9,50.1,0,76.1,26,22.4,1,0
APP001627,76700.0,0.059,42000.0,40.7,59.3,0,88.2,33,38.7,2,3
APP001628,124500.0,0.281,64900.0,69.6,30.4,0,73.6,23,24.5,1,3
APP001629,159100.0,0.234,77200.0,37.4,62.6,0,76.3,30,31.3,2,0
APP001630,46900.0,1.586,24600.0,66.2,33.8,0,92.0,37,34.3,1,1
APP001631,101600.0,0.544,18600.0,54.3,45.7,0,74.5,31,23.5,0,0
APP001632,84200.0,0.263,19700.0,46.1,53.9,0,76.6,28,21.0,1,0
