applicant_id,application_date,gender,age,education,marital_status,dependents,residence_type,years_at_current_residence,city,employment_type,industry,annual_income,years_employed,years_with_current_employer,loan_purpose,loan_amount_requested,loan_tenure_months,interest_rate,credit_score,num_credit_accounts,num_active_accounts,credit_history_months,num_delinquent_accounts,max_dpd_last_12m,num_enquiries_6m,num_enquiries_12m,total_outstanding_debt,secured_loan_percentage,num_written_off_accounts,num_settled_accounts,avg_monthly_balance,balance_volatility,avg_monthly_spending,essential_spending_pct,discretionary_spending_pct,num_bounced_checks_12m,salary_credit_regularity,num_digital_txns_monthly,cash_withdrawal_pct,min_balance_breaches_12m,emi_bounce_count_12m,debt_to_income_ratio,loan_to_income_ratio,credit_utilization,estimated_monthly_emi,emi_to_income_ratio,savings_rate,account_age_factor,default,default_probability,annual_income_standardized,avg_monthly_balance_standardized,avg_monthly_spending_standardized,loan_amount_requested_log,total_outstanding_debt_log,estimated_monthly_emi_log,loan_amount_requested_normalized,total_outstanding_debt_normalized,estimated_monthly_emi_normalized,employment_type_normalized,is_salaried,is_self_employed,is_business_owner,employment_stability_score,loan_purpose_normalized,is_secured_loan,loan_risk_category,loan_risk_score,education_normalized,education_score,marital_status_normalized,is_married,residence_type_normalized,is_home_owner,gender_normalized,is_male
APP001191,2025-11-21,Male,41.0,Bachelor,Single,3.0,Rented,5.0,Pune,Self-Employed,IT/Software,1195000.0,31.0,2.0,Home Loan,2171000.0,72.0,10.01,660.0,3.0,0.0,50.0,4.0,30.0,1.0,2.0,1272100.0,58.5,0.0,0.0,149000.0,0.255,49000.0,69.3,30.7,2.0,75.4,28.0,12.1,2.0,0.0,1.065,1.817,0.359,40200.0,0.404,1.499,4.2,0,0.3531185495118549,2.3625539572207472,0.9135549176510767,1.2326769280527812,14.59069890947755,14.056180422245715,10.601647149919609,0.13448726729344374,0.20344160309616338,0.10698808234019501,SELF_EMPLOYED,0,1,0,3,HOME_LOAN,1,LOW_RISK,1,BACHELOR,3,SINGLE,0,RENTED,0,MALE,1
APP001192,2025-04-03,Male,31.0,Bachelor,Single,0.0,Owned,2.0,Other,Self-Employed,Manufacturing,785000.0,3.0,1.0,Home Loan,3583000.0,120.0,8.58,699.0,2.0,0.0,82.0,1.0,120.0,3.0,5.0,209500.0,27.3,0.0,0.0,91000.0,0.81,52000.0,60.7,39.3,1.0,84.0,30.0,16.8,1.0,0.0,0.267,4.564,0.163,44600.0,0.681,1.397,6.8,0,0.1549166666666666,0.9784975196417046,0.05484909420873841,1.4010194546335781,15.091711275382782,12.252483791602627,10.70551155928146,0.2224020920241579,0.033504453933374916,0.11890574214517875,SELF_EMPLOYED,0,1,0,3,HOME_LOAN,1,LOW_RISK,1,BACHELOR,3,SINGLE,0,OWNED,1,MALE,1
APP001193,2025-08-14,Male,23.0,Bachelor,Divorced,4.0,Rented,1.0,Delhi,Freelancer,Healthcare,387000.0,6.0,2.0,Home Loan,633000.0,180.0,10.45,675.0,3.0,0.0,22.0,2.0,30.0,3.0,6.0,1558400.0,49.0,0.0,0.0,97000.0,0.596,28000.0,33.1,66.9,0.0,77.5,33.0,26.3,0.0,0.0,4.027,1.636,0.109,7000.0,0.216,3.02,1.8,0,0.1777166666666666,-0.36504994903258564,0.1436807311165665,0.05427924198720163,13.358227280903897,14.25917085355398,8.853808274977197,0.03872735197061204,0.24922835804186858,0.01706392199349946,FREELANCER,0,0,0,2,HOME_LOAN,1,LOW_RISK,1,BACHELOR,3,DIVORCED,0,RENTED,0,MALE,1
APP001194,2025-01-20,Female,47.0,Master,Divorced,0.0,Owned,12.0,Delhi,Self-Employed,IT/Software,1011000.0,17.0,3.0,Home Loan,7845000.0,120.0,8.19,655.0,3.0,3.0,90.0,0.0,0.0,2.0,2.0,211400.0,4.4,1.0,0.0,274000.0,0.05,46000.0,34.7,65.3,0.0,74.7,39.0,27.4,0.0,0.0,0.209,7.76,0.252,96000.0,1.139,3.249,7.5,0,0.0412499999999999,1.7414164340145428,2.7642140198974956,1.064334401471984,15.875387071618988,12.261512082776054,11.472113887062386,0.48776539443372147,0.033808312942794544,0.25812567713976164,SELF_EMPLOYED,0,1,0,3,HOME_LOAN,1,LOW_RISK,1,MASTER,4,DIVORCED,0,OWNED,1,FEMALE,0
APP001195,2025-12-21,Male,47.0,Bachelor,Single,2.0,Owned,8.0,Other,Salaried,Other,437000.0,9.0,1.0,Business Loan,2634000.0,84.0,12.42,709.0,2.0,2.0,130.0,1.0,30.0,1.0,3.0,724700.0,22.8,0.0,0.0,122000.0,0.074,24000.0,61.0,39.0,2.0,92.5,30.0,23.2,1.0,0.0,1.158,4.208,0.836,47100.0,0.903,2.346,10.8,0,0.1801834398296059,-0.19626257859611698,0.5138125515658503,-0.1701774601205278,14.784014540936013,13.493514434977751,10.76004951120163,0.1633148620882884,0.11589822322442386,0.1256771397616468,SALARIED,1,0,0,5,BUSINESS_LOAN,0,MEDIUM_RISK,2,BACHELOR,3,SINGLE,0,OWNED,1,MALE,1
APP001196,2025-04-16,Female,36.0,Other,Single,1.0,Rented,0.0,Mumbai,Salaried,Healthcare,394000.0,10.0,0.0,Auto Loan,474000.0,84.0,9.87,661.0,2.0,2.0,59.0,0.0,0.0,2.0,6.0,55500.0,55.4,0.0,0.0,112000.0,0.715,22000.0,37.5,62.5,1.0,94.1,32.0,8.4,1.0,2.0,0.141,1.203,0.63,7800.0,0.239,3.408,4.9,0,0.2205,-0.34141971717148,0.3657598233861367,-0.2824058111743925,13.06896471037963,10.92415631759022,8.962007209588313,0.02882759479484466,0.008875881590941803,0.019230769230769232,SALARIED,1,0,0,5,AUTO_LOAN,1,LOW_RISK,1,OTHER,1,SINGLE,0,RENTED,0,FEMALE,0
APP001197,2025-12-04,Female,22.0,Bachelor,Single,1.0,Mortgaged,3.0,Ahmedabad,Salaried,Education,285000.0,16.0,0.0,Personal Loan,208000.0,24.0,14.52,760.0,3.0,3.0,26.0,0.0,0.0,1.0,2.0,346200.0,0.2,0.0,0.0,33000.0,0.172,12000.0,35.6,64.4,0.0,99.2,29.0,17.1,0.0,1.0,1.908,0.73,0.252,10000.0,0.423,1.381,2.2,1,0.185,-0.7093761847229816,-0.8038567292335997,-0.8435475664437161,12.245298166364206,12.754774810223829,9.210440366976517,0.012265736878152047,0.05536631003214509,0.025189599133261104,SALARIED,1,0,0,5,PERSONAL_LOAN,0,MEDIUM_RISK,2,BACHELOR,3,SINGLE,0,MORTGAGED,1,FEMALE,0
APP001198,2025-07-24,Female,22.0,Master,Divorced,0.0,Rented,1.0,Other,Salaried,Other,377000.0,11.0,1.0,Personal Loan,923000.0,36.0,17.89,803.0,1.0,1.0,115.0,0.0,0.0,1.0,1.0,770200.0,37.8,0.0,0.0,101000.0,0.387,17000.0,66.3,33.7,0.0,86.5,30.0,22.8,1.0,0.0,2.043,2.448,0.204,33300.0,1.061,3.218,9.6,0,0.0442499999999999,-0.3988074231198793,0.2029018223884519,-0.5629766888090543,13.73538559690802,13.554406798726164,10.413342705547674,0.05678351285723181,0.12317484687105183,0.08829902491874322,SALARIED,1,0,0,5,PERSONAL_LOAN,0,MEDIUM_RISK,2,MASTER,4,DIVORCED,0,RENTED,0,FEMALE,0
APP001199,2025-01-17,Female,36.0,High School,Divorced,0.0,Owned,5.0,Delhi,Salaried,Real Estate,346000.0,13.0,6.0,Education Loan,1012000.0,60.0,10.16,739.0,3.0,1.0,143.0,0.0,0.0,3.0,4.0,1083700.0,82.5,0.0,0.0,86000.0,0.069,16000.0,34.0,66.0,0.0,83.1,37.0,10.0,2.0,1.0,3.132,2.925,0.843,21600.0,0.749,3.0,11.9,0,0.1302499999999999,-0.5034555927904899,-0.01917726988111833,-0.6190908643359867,13.827440116971353,13.895892592675263,9.980494888896912,0.06232488637071166,0.17331158342529066,0.0566088840736728,SALARIED,1,0,0,5,EDUCATION_LOAN,0,MEDIUM_RISK,2,HIGH_SCHOOL,2,DIVORCED,0,OWNED,1,FEMALE,0
APP001200,2025-03-25,Male,30.0,Bachelor,Single,2.0,Rented,3.0,Chennai,Salaried,Retail,415000.0,14.0,3.0,Home Loan,2741000.0,360.0,8.58,666.0,1.0,0.0,21.0,3.0,30.0,2.0,2.0,299200.0,85.2,0.0,0.0,56000.0,0.05,27000.0,68.7,31.3,0.0,81.9,24.0,30.7,0.0,0.0,0.721,6.605,0.538,21200.0,0.614,1.616,1.8,0,0.1672630522088353,-0.27052902158816317,-0.4633354544202588,-0.0018349335397307288,14.82383374011521,12.608870867322864,9.961803629358965,0.16997696282921362,0.047849797693870044,0.055525460455037916,SALARIED,1,0,0,5,HOME_LOAN,1,LOW_RISK,1,BACHELOR,3,SINGLE,0,RENTED,0,MALE,1
APP001201,2025-04-21,Female,31.0,Master,Married,0.0,Owned,0.0,Mumbai,Salaried,IT/Software,441000.0,4.0,0.0,Credit Card,169000.0,12.0,38.09,635.0,3.0,1.0,4.0,0.0,0.0,4.0,5.0,299800.0,68.9,0.0,0.0,64000.0,0.551,24000.0,54.2,45.8,4.0,79.4,23.0,15.5,1.0,0.0,0.68,0.383,0.53,17200.0,0.467,1.744,0.3,0,0.2667818594104308,-0.1827595889611995,-0.344893271876488,-0.1701774601205278,12.037659911047468,12.61087420020211,9.75272280064639,0.009837494552020423,0.047945753170528876,0.04469122426868906,SALARIED,1,0,0,5,CREDIT_CARD,0,HIGH_RISK,3,MASTER,4,MARRIED,1,OWNED,1,FEMALE,0
APP001202,2025-08-26,Male,45.0,Bachelor,Married,1.0,Mortgaged,6.0,Bangalore,Salaried,Retail,778000.0,1.0,1.0,Home Loan,4598000.0,180.0,7.92,805.0,3.0,2.0,3.0,0.0,0.0,3.0,9.0,1134200.0,82.5,0.0,0.0,74000.0,0.125,53000.0,51.1,48.9,2.0,71.1,35.0,34.2,0.0,0.0,1.458,5.91,0.419,43700.0,0.674,1.138,0.2,0,0.0837499999999999,0.954867287780599,-0.1968405436967745,1.4571336301605107,15.341132201791103,13.941438996240393,10.685126264117057,0.28559865512732713,0.18138783604407555,0.11646803900325027,SALARIED,1,0,0,5,HOME_LOAN,1,LOW_RISK,1,BACHELOR,3,MARRIED,1,MORTGAGED,1,MALE,1
APP001203,2025-11-04,Male,42.0,High School,Married,0.0,Mortgaged,1.0,Chennai,Business Owner,IT/Software,281000.0,10.0,0.0,Personal Loan,773000.0,24.0,15.65,809.0,2.0,2.0,21.0,0.0,0.0,2.0,3.0,107000.0,6.2,1.0,0.0,22000.0,0.488,18000.0,56.7,43.3,1.0,81.5,38.0,30.5,1.0,1.0,0.381,2.751,0.244,37700.0,1.611,0.952,1.8,0,0.2108282918149465,-0.7228791743578991,-0.9667147302312846,-0.506862513282122,13.558035621229783,11.580593459194764,10.537441898283253,0.047444119295187104,0.01711206000415807,0.10021668472372697,BUSINESS_OWNER,0,0,1,4,PERSONAL_LOAN,0,MEDIUM_RISK,2,HIGH_SCHOOL,2,MARRIED,1,MORTGAGED,1,MALE,1
APP001204,2025-04-17,Male,48.0,Bachelor,Married,1.0,Owned,1.0,Chennai,Salaried,Healthcare,204000.0,11.0,0.0,Business Loan,1353000.0,48.0,15.49,712.0,4.0,4.0,15.0,0.0,0.0,2.0,4.0,1318100.0,62.0,0.0,1.0,13000.0,0.05,11000.0,45.7,54.3,0.0,74.4,23.0,6.7,0.0,0.0,6.461,6.632,0.225,38000.0,2.235,0.771,1.2,0,0.187,-0.9828117248300607,-1.0999621855930268,-0.8996617419706484,14.117835646250953,14.091702622368048,10.545367754151743,0.08355644106842663,0.21079818964000704,0.10102925243770314,SALARIED,1,0,0,5,BUSINESS_LOAN,0,MEDIUM_RISK,2,BACHELOR,3,MARRIED,1,OWNED,1,MALE,1
APP001205,2025-10-10,Male,25.0,Bachelor,Married,3.0,Owned,0.0,Mumbai,Self-Employed,Real Estate,424000.0,5.0,4.0,Business Loan,3985000.0,48.0,15.72,789.0,2.0,2.0,24.0,5.0,30.0,0.0,0.0,346200.0,45.5,0.0,2.0,60000.0,0.522,31000.0,44.7,55.3,0.0,75.1,24.0,36.3,1.0,0.0,0.874,9.399,0.65,112400.0,3.18,1.687,2.0,0,0.3529223270440251,-0.24014729490959882,-0.4041143631483734,0.2226217685679987,15.19804812114745,12.754774810223829,11.629828113199304,0.2474316667704377,0.05536631003214509,0.302546045503792,SELF_EMPLOYED,0,1,0,3,BUSINESS_LOAN,0,MEDIUM_RISK,2,BACHELOR,3,MARRIED,1,OWNED,1,MALE,1
APP001206,2025-07-14,Female,31.0,Bachelor,Divorced,1.0,Rented,8.0,Bangalore,Retired,IT/Software,100000.0,9.0,1.0,Home Loan,241000.0,120.0,9.17,620.0,4.0,2.0,32.0,2.0,30.0,1.0,4.0,80700.0,18.7,0.0,0.0,16000.0,0.11,4000.0,68.6,31.4,0.0,94.0,24.0,39.4,3.0,0.0,0.807,2.41,0.759,3100.0,0.369,1.968,2.7,0,0.1973666666666666,-1.3338894553379155,-1.0555463671391128,-1.292460970659175,12.392556361841777,11.298506245754995,8.03947991910045,0.014320403461801882,0.012906011610612675,0.006500541711809317,RETIRED,0,0,0,3,HOME_LOAN,1,LOW_RISK,1,BACHELOR,3,DIVORCED,0,RENTED,0,FEMALE,0
APP001207,2025-05-22,Female,42.0,Bachelor,Single,2.0,Rented,4.0,Pune,Self-Employed,Education,100000.0,14.0,0.0,Personal Loan,184000.0,36.0,11.0,683.0,1.0,1.0,143.0,3.0,180.0,3.0,3.0,103900.0,65.5,0.0,0.0,26000.0,0.165,6000.0,41.6,58.4,2.0,75.9,28.0,5.8,1.0,0.0,1.039,1.84,0.398,6000.0,0.723,3.144,11.9,0,0.45815,-1.3338894553379155,-0.9074936389593993,-1.1802326196053103,12.122696471358964,11.551193801680078,8.699681400989514,0.010771433908224893,0.016616290041420782,0.014355362946912241,SELF_EMPLOYED,0,1,0,3,PERSONAL_LOAN,0,MEDIUM_RISK,2,BACHELOR,3,SINGLE,0,RENTED,0,FEMALE,0
APP001208,2025-08-31,Male,39.0,Bachelor,Married,2.0,Owned,3.0,Chennai,Self-Employed,Banking/Finance,202000.0,4.0,4.0,Personal Loan,416000.0,24.0,13.43,771.0,3.0,1.0,43.0,2.0,30.0,1.0,3.0,246300.0,23.3,0.0,0.0,36000.0,0.928,8000.0,56.0,44.0,0.0,75.9,25.0,35.5,1.0,1.0,1.219,2.059,0.87,19900.0,1.18,2.162,3.6,0,0.2322473597359736,-0.9895632196475195,-0.7594409107796858,-1.0680042685514455,12.938442943086665,12.414309644189709,9.898525260706313,0.025216362617520707,0.03938972316844984,0.05200433369447454,SELF_EMPLOYED,0,1,0,3,PERSONAL_LOAN,0,MEDIUM_RISK,2,BACHELOR,3,MARRIED,1,OWNED,1,MALE,1
APP001209,2025-04-23,Male,50.0,High School,Married,0.0,Owned,5.0,Ahmedabad,Self-Employed,IT/Software,940000.0,4.0,4.0,Credit Card,254000.0,12.0,29.99,596.0,9.0,0.0,73.0,0.0,0.0,2.0,3.0,308400.0,38.1,0.0,0.0,167000.0,0.056,34000.0,66.6,33.4,0.0,90.1,34.0,33.0,1.0,3.0,0.328,0.27,0.423,24800.0,0.316,2.134,6.1,0,0.1488085106382978,1.5017383679947574,1.1800498283745608,0.39096429514879577,12.445093483000798,12.639156163208208,10.118639253920785,0.015129817570512424,0.04932111500263878,0.0652762730227519,SELF_EMPLOYED,0,1,0,3,CREDIT_CARD,0,HIGH_RISK,3,HIGH_SCHOOL,2,MARRIED,1,OWNED,1,MALE,1
APP001210,2025-07-21,Female,39.0,Bachelor,Married,0.0,Rented,2.0,Other,Salaried,Banking/Finance,197000.0,14.0,1.0,Personal Loan,219000.0,24.0,12.55,699.0,3.0,2.0,92.0,0.0,0.0,3.0,4.0,427000.0,10.8,0.0,0.0,16000.0,0.273,15000.0,59.6,40.4,0.0,99.5,26.0,37.8,1.0,0.0,2.168,1.112,0.585,10400.0,0.631,0.987,7.7,0,0.09875,-1.0064419566911664,-1.0555463671391128,-0.675205039862919,12.296831574998258,12.964541634128395,9.249657234353133,0.012950625739368659,0.0682883142222009,0.02627302275189599,SALARIED,1,0,0,5,PERSONAL_LOAN,0,MEDIUM_RISK,2,BACHELOR,3,MARRIED,1,RENTED,0,FEMALE,0
APP001211,2025-07-19,Male,53.0,High School,Married,1.0,Living with Parents,4.0,Ahmedabad,Salaried,Healthcare,145000.0,4.0,2.0,Credit Card,53000.0,12.0,41.07,666.0,4.0,3.0,75.0,0.0,0.0,1.0,4.0,314800.0,60.9,3.0,0.0,42000.0,0.237,8000.0,66.3,33.7,0.0,82.0,32.0,11.7,1.0,0.0,2.171,0.366,0.897,5500.0,0.452,3.492,6.2,0,0.3185,-1.1819808219450938,-0.6706092738718576,-1.0680042685514455,10.87806606028079,12.659695972140415,8.612685172875459,0.0026150301973725176,0.05034464008699963,0.013001083423618633,SALARIED,1,0,0,5,CREDIT_CARD,0,HIGH_RISK,3,HIGH_SCHOOL,2,MARRIED,1,WITH_PARENTS,0,MALE,1
APP001212,2025-01-27,Male,40.0,Other,Divorced,2.0,Mortgaged,1.0,Mumbai,Retired,Government,166000.0,10.0,4.0,Credit Card,72000.0,12.0,36.94,686.0,1.0,1.0,35.0,0.0,0.0,1.0,5.0,301800.0,82.9,0.0,0.0,20000.0,0.214,7000.0,46.3,53.7,0.0,87.6,35.0,25.6,0.0,0.0,1.818,0.434,0.265,7300.0,0.525,1.475,2.9,0,0.0534999999999999,-1.111090126361777,-0.9963252758672273,-1.1241184440783778,11.184435286790631,12.617523138763014,8.895766604056085,0.0037980200485648466,0.04826560475939164,0.017876489707475622,RETIRED,0,0,0,3,CREDIT_CARD,0,HIGH_RISK,3,OTHER,1,DIVORCED,0,MORTGAGED,1,MALE,1
APP001213,2025-11-12,Male,45.0,High School,Married,3.0,Rented,0.0,Delhi,Salaried,Manufacturing,460000.0,10.0,0.0,Home Loan,2471000.0,360.0,7.7,719.0,4.0,0.0,100.0,2.0,90.0,2.0,4.0,191400.0,96.2,0.0,0.0,98000.0,0.459,20000.0,34.2,65.8,0.0,77.5,21.0,21.0,0.0,0.0,0.416,5.372,0.413,17600.0,0.46,2.546,8.3,0,0.2068586956521739,-0.11862038819534142,0.15848600393453785,-0.39463416222825726,14.72013388966512,12.162125982647739,9.77571099759397,0.15316605441753317,0.030609797054166867,0.045774647887323945,SALARIED,1,0,0,5,HOME_LOAN,1,LOW_RISK,1,HIGH_SCHOOL,2,MARRIED,1,RENTED,0,MALE,1
APP001214,2025-07-22,Female,31.0,PhD,Married,1.0,Mortgaged,4.0,Mumbai,Freelancer,Healthcare,247000.0,2.0,2.0,Education Loan,578000.0,84.0,9.62,793.0,4.0,1.0,40.0,0.0,0.0,2.0,2.0,134000.0,16.4,0.0,0.0,45000.0,0.127,14000.0,52.8,47.2,0.0,89.2,34.0,35.6,0.0,1.0,0.543,2.34,0.621,9500.0,0.461,2.191,3.3,0,0.02,-0.8376545862546978,-0.6261934554179436,-0.7313192153898513,13.267330877756825,11.80560254159177,9.15915233520675,0.03530290766452898,0.021430056453805434,0.023835319609967497,FREELANCER,0,0,0,2,EDUCATION_LOAN,0,MEDIUM_RISK,2,PHD,5,MARRIED,1,MORTGAGED,1,FEMALE,0
APP001215,2025-08-08,Female,35.0,Bachelor,Married,1.0,Owned,1.0,Chennai,Salaried,IT/Software,349000.0,35.0,18.0,Credit Card,107000.0,12.0,40.64,671.0,5.0,1.0,208.0,0.0,0.0,4.0,4.0,399300.0,5.9,0.0,0.0,29000.0,0.594,12000.0,33.5,66.5,1.0,73.9,22.0,36.6,1.0,0.0,1.144,0.307,0.738,11000.0,0.378,0.994,17.3,0,0.1163626074498567,-0.49332835056430174,-0.8630778205054852,-0.8435475664437161,11.580593459194764,12.897470797430847,9.305741456739435,0.005977211879708611,0.06385836971645156,0.02789815817984832,SALARIED,1,0,0,5,CREDIT_CARD,0,HIGH_RISK,3,BACHELOR,3,MARRIED,1,OWNED,1,FEMALE,0
APP001216,2025-01-31,Male,44.0,Bachelor,Married,4.0,Owned,6.0,Kolkata,Salaried,Banking/Finance,314000.0,10.0,2.0,Personal Loan,846000.0,36.0,17.63,646.0,5.0,1.0,142.0,2.0,60.0,2.0,2.0,2017600.0,53.5,0.0,0.0,72000.0,0.26,18000.0,60.4,39.6,0.0,79.4,28.0,20.5,0.0,0.0,6.425,2.694,0.609,30400.0,1.163,2.759,11.8,0,0.1968333333333333,-0.6114795098698298,-0.2264510893327172,-0.506862513282122,13.648275820620759,14.517419739831052,10.322230781590136,0.05198929082871553,0.32266628284476,0.0804442036836403,SALARIED,1,0,0,5,PERSONAL_LOAN,0,MEDIUM_RISK,2,BACHELOR,3,MARRIED,1,OWNED,1,MALE,1
APP001217,2025-08-19,Male,51.0,High School,Married,1.0,Owned,3.0,Mumbai,Self-Employed,Other,203000.0,7.0,2.0,Personal Loan,387000.0,36.0,17.43,719.0,2.0,0.0,19.0,1.0,60.0,1.0,4.0,392900.0,16.7,0.0,0.0,35000.0,0.531,11000.0,52.9,47.1,2.0,93.2,31.0,11.7,2.0,0.0,1.935,1.906,0.501,13900.0,0.821,2.081,1.6,1,0.2301333333333333,-0.9861874722387901,-0.7742461835976571,-0.8996617419706484,12.866182555987908,12.881312950720202,9.539716058977092,0.02341074652885873,0.06283484463209071,0.035752979414951244,SELF_EMPLOYED,0,1,0,3,PERSONAL_LOAN,0,MEDIUM_RISK,2,HIGH_SCHOOL,2,MARRIED,1,OWNED,1,MALE,1
APP001218,2025-01-28,Female,42.0,Bachelor,Married,0.0,Rented,1.0,Delhi,Business Owner,Banking/Finance,338000.0,2.0,2.0,Home Loan,2123000.0,180.0,7.89,517.0,4.0,3.0,5.0,0.0,0.0,1.0,3.0,1800.0,75.0,0.0,0.0,84000.0,0.479,24000.0,45.7,54.3,0.0,91.2,28.0,38.2,3.0,0.0,0.005,6.281,0.398,20200.0,0.716,2.986,0.4,0,0.0557499999999999,-0.5304615720603248,-0.048787815517061024,-0.1701774601205278,14.568341211716842,7.496097345175956,9.913487387114461,0.13149866135358945,0.0002878664299764909,0.0528169014084507,BUSINESS_OWNER,0,0,1,4,HOME_LOAN,1,LOW_RISK,1,BACHELOR,3,MARRIED,1,RENTED,0,FEMALE,0
APP001219,2025-03-30,Female,34.0,Bachelor,Married,3.0,Mortgaged,4.0,Mumbai,Salaried,Banking/Finance,437000.0,1.0,1.0,Auto Loan,798000.0,60.0,11.93,737.0,5.0,3.0,63.0,0.0,0.0,3.0,4.0,641300.0,6.5,0.0,0.0,52000.0,0.573,23000.0,31.3,68.7,0.0,96.7,38.0,33.5,1.0,0.0,1.806,2.248,0.739,17700.0,0.599,1.775,5.2,0,0.0643999999999999,-0.19626257859611698,-0.5225565456921442,-0.22629163564746016,13.589865129563993,13.371254204468345,9.781376414141157,0.049000684888861216,0.10256041196884645,0.04604550379198266,SALARIED,1,0,0,5,AUTO_LOAN,1,LOW_RISK,1,BACHELOR,3,MARRIED,1,MORTGAGED,1,FEMALE,0
APP001220,2025-08-06,Male,48.0,Bachelor,Married,1.0,Owned,0.0,Bangalore,Self-Employed,Manufacturing,790000.0,2.0,2.0,Personal Loan,2353000.0,60.0,15.85,738.0,2.0,0.0,12.0,1.0,90.0,3.0,5.0,151400.0,94.6,0.0,0.0,191000.0,0.195,34000.0,53.0,47.0,0.0,81.3,20.0,30.4,1.0,0.0,0.192,2.978,0.145,57000.0,0.866,2.903,1.0,1,0.0605,0.9953762566853515,1.5353763760058732,0.39096429514879577,14.671202092698785,11.927687224983487,10.950824090522445,0.14581906481539134,0.024212765276911512,0.1524918743228602,SELF_EMPLOYED,0,1,0,3,PERSONAL_LOAN,0,MEDIUM_RISK,2,BACHELOR,3,MARRIED,1,OWNED,1,MALE,1
APP001221,2025-11-04,Female,21.0,High School,Married,0.0,Owned,7.0,Other,Self-Employed,Healthcare,264000.0,0.0,0.0,Education Loan,1219000.0,120.0,8.94,685.0,4.0,2.0,66.0,0.0,0.0,4.0,6.0,204200.0,10.4,0.0,0.0,22000.0,0.289,18000.0,66.4,33.6,0.0,91.2,28.0,17.5,1.0,0.0,0.773,4.617,0.395,15400.0,0.7,0.991,5.5,0,0.1410984848484848,-0.7802668803062984,-0.9667147302312846,-0.506862513282122,14.013542228807617,12.226860081860359,9.642187721358466,0.07521324948633336,0.03265684722288858,0.039815817984832066,SELF_EMPLOYED,0,1,0,3,EDUCATION_LOAN,0,MEDIUM_RISK,2,HIGH_SCHOOL,2,MARRIED,1,OWNED,1,FEMALE,0
APP001222,2025-12-20,Male,21.0,PhD,Married,2.0,Mortgaged,3.0,Bangalore,Self-Employed,Banking/Finance,906000.0,12.0,3.0,Home Loan,3888000.0,360.0,9.45,756.0,2.0,2.0,1.0,0.0,0.0,6.0,8.0,5800.0,9.6,0.0,0.0,223000.0,0.05,64000.0,67.8,32.2,0.0,77.8,30.0,33.2,2.0,1.0,0.006,4.291,0.441,32600.0,0.431,2.95,0.1,0,0.086,1.3869629560979586,2.0091451061809567,2.074389560956767,15.17340570176408,8.665785595466064,10.392098241730961,0.24139219226698214,0.0009275696077020262,0.08640303358613217,SELF_EMPLOYED,0,1,0,3,HOME_LOAN,1,LOW_RISK,1,PHD,5,MARRIED,1,MORTGAGED,1,MALE,1
APP001223,2025-06-19,Male,41.0,Other,Married,0.0,Rented,8.0,Pune,Salaried,IT/Software,503000.0,8.0,2.0,Auto Loan,1689000.0,84.0,10.29,801.0,2.0,1.0,48.0,3.0,60.0,4.0,9.0,2369000.0,52.7,0.0,1.0,142000.0,0.111,19000.0,59.6,40.4,0.0,76.0,37.0,6.8,0.0,0.0,4.71,3.358,0.862,28300.0,0.675,3.397,4.0,0,0.2680833333333333,0.0265367503800216,0.8099180079252771,-0.4507483377551896,14.339647787856073,14.67797890525987,10.250652418696085,0.10447668264740677,0.3788642070079483,0.07475622968580714,SALARIED,1,0,0,5,AUTO_LOAN,1,LOW_RISK,1,OTHER,1,MARRIED,1,RENTED,0,MALE,1
APP001224,2025-04-22,Female,35.0,Bachelor,Married,1.0,Mortgaged,0.0,Bangalore,Salaried,Government,165000.0,1.0,1.0,Personal Loan,424000.0,60.0,16.54,699.0,2.0,1.0,18.0,4.0,30.0,1.0,2.0,291500.0,67.8,0.0,0.0,28000.0,0.093,12000.0,61.3,38.7,1.0,74.4,38.0,6.9,1.0,0.0,1.767,2.57,0.803,10400.0,0.759,2.065,1.5,0,0.2999166666666667,-1.1144658737705062,-0.8778830933234565,-0.8435475664437161,12.95749109270188,12.582798715298532,9.249657234353133,0.02571446360749642,0.04661836907674839,0.02627302275189599,SALARIED,1,0,0,5,PERSONAL_LOAN,0,MEDIUM_RISK,2,BACHELOR,3,MARRIED,1,MORTGAGED,1,FEMALE,0
APP001225,2025-07-11,Male,41.0,Bachelor,Married,1.0,Rented,2.0,Kolkata,Business Owner,IT/Software,993000.0,1.0,1.0,Personal Loan,600000.0,36.0,12.53,601.0,5.0,2.0,76.0,0.0,0.0,3.0,6.0,465100.0,37.4,0.0,0.0,96000.0,0.407,54000.0,53.2,46.8,0.0,78.1,31.0,32.9,2.0,2.0,0.468,0.604,0.895,20100.0,0.243,1.159,6.3,0,0.1315878650553877,1.6806529806574142,0.12887545829859515,1.513247805687443,13.304686600863562,13.05000986528513,9.908524844053396,0.03667268538696221,0.07438148699003662,0.05254604550379198,BUSINESS_OWNER,0,0,1,4,PERSONAL_LOAN,0,MEDIUM_RISK,2,BACHELOR,3,MARRIED,1,RENTED,0,MALE,1
